time,ia,ib,ic,PClimit,Tlevel
0,14.0,10.0,10.0,4,0.6
1,14.0,10.0,10.0,4,0.6
2,14.0,10.0,10.0,4,0.6
3,14.0,10.0,10.0,4,0.6
4,14.0,10.0,10.0,4,0.6
5,14.0,10.0,10.0,4,0.6
6,14.0,10.0,10.0,4,0.6
7,14.0,10.0,10.0,4,0.6
8,14.0,10.0,10.0,4,0.6
9,14.0,10.0,10.0,4,0.6
10,14.0,10.6,9.4,4,0.6
11,14.0,10.7,9.3,4,0.6
12,14.0,10.8,9.2,4,0.6
13,14.0,10.9,9.1,4,0.6
14,14.0,11.0,9.0,4,0.6
15,14.0,11.1,8.9,4,0.6
16,14.0,11.2,8.8,4,0.6
17,14.0,11.3,8.7,4,0.6
18,14.0,11.4,8.6,4,0.6
19,14.0,11.5,8.5,4,0.6
20,14.0,11.6,8.4,4,0.6
21,14.0,11.7,8.3,4,0.6
22,14.0,11.8,8.2,4,0.6
23,14.0,11.9,8.1,4,0.6
24,14.0,12.0,8.0,4,0.6
25,14.0,12.1,7.9,4,0.6
26,14.0,12.2,7.8,4,0.6
27,14.0,12.3,7.7,4,0.6
28,14.0,12.4,7.6,4,0.6
29,14.0,12.5,7.5,4,0.6
30,14.0,12.6,7.4,4,0.6
