time,ia,ib,ic,PClimit,Tlevel
0,15.0,15.0,15.0,3,0.6
1,15.0,15.0,15.0,3,0.6
2,15.0,15.0,15.0,3,0.6
3,15.0,15.0,15.0,3,0.6
4,15.0,15.0,15.0,3,0.6
5,15.0,15.0,15.0,3,0.6
6,15.0,15.0,15.0,3,0.6
7,15.0,15.0,15.0,3,0.6
8,15.0,15.0,15.0,3,0.6
9,15.0,15.0,15.0,3,0.6
10,15.0,15.0,15.0,3,0.6
11,15.0,15.0,15.0,3,0.6
12,15.0,15.0,15.0,3,0.6
13,15.0,15.0,15.0,3,0.6
14,15.0,15.0,15.0,3,0.6
15,15.0,15.0,15.0,3,0.6
16,15.0,15.0,15.0,3,0.6
17,15.0,15.0,15.0,3,0.6
18,15.0,15.0,15.0,3,0.6
19,15.0,15.0,15.0,3,0.6
20,15.0,15.0,15.0,3,0.6
21,15.0,15.0,15.0,3,0.6
22,15.0,15.0,15.0,3,0.6
23,15.0,15.0,15.0,3,0.6
24,15.0,15.0,15.0,3,0.6
25,15.0,15.0,15.0,3,0.6
26,15.0,15.0,15.0,3,0.6
27,15.0,15.0,15.0,3,0.6
28,15.0,15.0,15.0,3,0.6
29,15.0,15.0,15.0,3,0.6
30,15.0,15.0,15.0,3,0.6
