time,ia,ib,ic,Tlevel,PClimit,action
0,7.840703931046531,8.05275468199935,7.7205499764692735,0.26426428739161295,2,A6
1,5.870534673479324,5.056187548547024,6.834982490158047,0.983459692690211,2,A6
2,6.2562198254698,5.646167418407225,6.925966526489182,1.0,4,A6
3,10.075389138914069,10.85955587632843,9.108023769529872,1.0,4,A6
4,13.48656537877474,13.691183068969753,12.718952979749997,0.884661211396024,2,A6
5,11.728180779059086,11.297601325392778,12.206338270636525,0.7990350070939832,1,A6
6,17.058807063204114,17.24870212625412,16.898046170620105,0.31195221337030676,4,A6
7,2.2731641828882614,2.784326538418461,1.5408792641147322,0.9461879833616509,4,A6
8,15.114373031704996,14.418435478425637,15.720430394657585,0.977791615560625,3,A6
9,15.69066591154076,16.452255804231704,15.266542698410058,0.9177311615921819,2,A6
10,11.287004475853387,10.532401905467747,11.893074571630542,0.9574407225930673,3,A6
11,12.176499750498127,12.434814620360807,11.664920048466792,0.7130313703871942,4,A6
12,5.6071528480873685,5.291418832850022,6.3979168405624005,0.9646620908050305,3,A6
13,11.933765410267528,12.552300943199516,11.273817188025202,0.9496660170431708,3,A6
14,15.806399911393829,16.566392654715965,15.213510464418052,1.0,5,A6
15,13.28362471721636,12.342037633402194,14.19815603664244,1.0,1,A6
16,16.811431989509565,16.337610260937364,17.24531897450177,0.7550320200652403,5,A6
17,3.4944429632603558,2.7299637220601376,4.1564755621970875,1.0,5,A6
18,18.373221803767738,15.1127015808888,15.222334958685831,1.0,3,A12
19,10.31774990375361,13.697932963980769,3.0286168197674956,0.7381847915135984,3,A15
20,2.7203413376148244,3.6600397190932066,3.3988769415954057,0.0687167631753377,3,A15
21,15.71700134290438,10.755004420381129,19.989166838555988,0.40316885794347557,1,A15
22,0.29977258957687214,0.37180620318870705,6.758200076062513,1.0,3,A8
23,12.686215850026146,12.60700376248051,14.493011182567843,1.0,5,A8
24,17.065423735660378,3.8489046355597556,3.939507519839338,1.0,4,A12
25,15.452749916590879,8.991414507300902,8.952468955969797,1.0,4,A11
26,4.450332536649619,15.059528399456637,4.571323930295632,0.8432808158884517,4,A14
27,7.851280543621503,14.162813331374668,7.853055470811481,1.0,3,A13
28,12.70838742398196,13.102655836177213,13.113761812359234,0.9664721451606698,2,A2
29,19.001000714104084,19.024204179971736,1.1065949987388768,1.0,3,A8
30,4.877550953424459,3.985744533790081,18.80332494266947,0.9734273757175025,4,A7
