time,x,y,action
0.0,1.785285235598593,1.2380566659445489,A7
37.0,2.0,2.0,A7
74.0,1.0606351439513035,1.17380942463394,A7
74.01,-1.1613121452191035,-1.6676730640961872,A3
76.0,0.6688609035345423,0.4959226709990814,A3
78.0,1.9114194854880493,1.6695951892744465,A3
78.01,2.0,2.0,A4
79.0,1.4469515851221677,1.518058880173061,A4
80.0,1.0037743717952194,1.0620788060683886,A4
80.01,1.0089129892301125,1.10393766696934,A13
81.0,2.0,1.3961952011294956,A13
82.0,1.1781757881189918,2.0,A13
82.01,1.338665551522963,-1.281959610166144,A15
83.0,1.6568515732148303,1.1419469651000869,A15
84.0,2.0,-0.711726035503463,A15
84.01,0.151531987447814,1.0557009027129391,A16
85.0,-1.519875314402614,1.351179249685724,A16
86.0,-2.0,2.0,A16
86.01,1.5279921983022726,1.168894456277769,A1
87.0,1.7178694788086428,1.4508764137679186,A1
88.0,2.0,2.0,A1
88.01,-1.6810125318178897,-1.5635565585726643,A3
89.0,0.0023804210995903574,0.33379414522807016,A3
90.0,1.5460820616939492,1.870617703405839,A3
90.01,1.1921134093176433,1.2905501114093947,A7
90.5,2.0,2.0,A7
91.0,1.0834423926758663,1.2899986185472603,A7
91.01,-2.0,-2.0,A2
92.0,-1.9194911461915918,-1.9948504580510404,A2
93.0,-1.4676436833106536,-1.4104593107567196,A2
93.01,1.4076086766408888,2.0,A9
93.5,1.1616818489279603,1.5053362535770307,A9
94.0,1.2428692353564517,2.0,A9
94.01,-1.3062513376622413,-1.4443847000721088,A12
94.5,-2.0,-1.9476512124724703,A12
95.0,-1.6134663661242827,-1.8365399312939945,A12
95.01,1.17683355223462,-0.1729621506156277,A15
95.5,1.2087999870633301,2.0,A15
96.0,1.531973990891972,-0.9315664879938523,A15
96.01,1.855469024223877,1.7256159990682627,A6
96.5,0.3018377585647345,-0.024979099284710315,A6
97.0,-1.3570408852662759,-0.7627606583584376,A6
97.01,1.7931120332258805,1.420123779331274,A1
97.5,1.9313577352805806,1.5930293059320204,A1
98.0,2.0,2.0,A1
98.01,2.0,1.8558982870235508,A11
98.5,1.8019487956360496,1.4081525261162486,A11
99.0,2.0,1.1741935794473712,A11
99.01,1.4037416488970054,1.2329113359120232,A16
99.5,-1.6318235144166424,1.8525671153570344,A16
100.0,-1.8195279640688797,2.0,A16
