time,xin,TL,BL,reset,ic,T,action
0.0,-0.259583503582111,8.843219363960543,2.929744952984315,1,-8.83005364087162,0.1,A6
0.5,-0.3487454484248196,8.843219363960543,2.929744952984315,1,-8.83005364087162,0.1,A6
1.0,-0.43601567998978896,8.843219363960543,2.929744952984315,1,-8.83005364087162,0.1,A6
1.01,-0.32073058416147704,0.632911412058137,0.8961311415211881,0,9.276247434548296,0.1,A19
3.5,0.29834341345325743,0.632911412058137,0.8961311415211881,0,9.276247434548296,0.1,A19
6.0,-0.727838246043411,0.632911412058137,0.8961311415211881,0,9.276247434548296,0.1,A19
6.01,0.48125883231555044,8.90087479092805,-7.41467833818213,1,5.5298504084176265,0.1,A4
12.5,-0.5323729682653815,8.90087479092805,-7.41467833818213,1,5.5298504084176265,0.1,A4
19.0,1.0,8.90087479092805,-7.41467833818213,1,5.5298504084176265,0.1,A4
19.01,-0.3835910775354274,-2.247920402828276,-8.83827747111823,0,7.237184374147806,0.1,A19
19.5,0.5758845242440109,-2.247920402828276,-8.83827747111823,0,7.237184374147806,0.1,A19
20.0,0.19912420897601257,-2.247920402828276,-8.83827747111823,0,7.237184374147806,0.1,A19
