time,xin,TL,BL,reset,ic,T,action
0.0,-0.8070356141455339,-5.048005032231543,2.143759033082138,1,-3.3472085030578524,0.1,A13
1.5,0.39065310792028574,-5.048005032231543,2.143759033082138,1,-3.3472085030578524,0.1,A13
3.0,0.7968176208138174,-5.048005032231543,2.143759033082138,1,-3.3472085030578524,0.1,A13
3.01,1.0,-1.3583156783191352,0.8323480734422368,0,-0.6048550055733628,0.1,A20
4.0,-0.10756366253404637,-1.3583156783191352,0.8323480734422368,0,-0.6048550055733628,0.1,A20
5.0,0.9059011526799265,-1.3583156783191352,0.8323480734422368,0,-0.6048550055733628,0.1,A20
5.01,-0.3204711680798731,-3.334877054203595,-5.324701937427319,0,-4.877701535534699,0.1,A19
6.5,0.9691287473396886,-3.334877054203595,-5.324701937427319,0,-4.877701535534699,0.1,A19
8.0,-0.19449747895372926,-3.334877054203595,-5.324701937427319,0,-4.877701535534699,0.1,A19
8.01,0.4482963146239478,-9.347671246423186,7.17814406157815,1,-0.8805348338482943,0.1,A16
9.5,-0.7035852605247315,-9.347671246423186,7.17814406157815,1,-0.8805348338482943,0.1,A16
11.0,0.6463893555893274,-9.347671246423186,7.17814406157815,1,-0.8805348338482943,0.1,A16
11.01,-0.8372165905052902,-1.5004587773731533,4.4460682618231075,0,-6.123347970606286,0.1,A17
12.0,-0.1764191126426966,-1.5004587773731533,4.4460682618231075,0,-6.123347970606286,0.1,A17
13.0,0.2818053547417396,-1.5004587773731533,4.4460682618231075,0,-6.123347970606286,0.1,A17
13.01,-0.3264177572288376,8.437212005182651,5.970084873121142,1,-3.7911597850280447,0.1,A5
14.0,-0.10067317560454003,8.437212005182651,5.970084873121142,1,-3.7911597850280447,0.1,A5
15.0,0.9008744584504931,8.437212005182651,5.970084873121142,1,-3.7911597850280447,0.1,A5
15.01,-0.03865721589434612,5.982285346628681,0.2937581425679383,0,1.0662060076725197,0.1,A18
16.5,-0.160196156188122,5.982285346628681,0.2937581425679383,0,1.0662060076725197,0.1,A18
18.0,-0.48268575645235523,5.982285346628681,0.2937581425679383,0,1.0662060076725197,0.1,A18
18.01,-0.9008571965630203,3.310983347324969,-9.911517822251028,1,7.781100790739039,0.1,A12
18.5,-1.0,3.310983347324969,-9.911517822251028,1,7.781100790739039,0.1,A12
19.0,0.20737772835439539,3.310983347324969,-9.911517822251028,1,7.781100790739039,0.1,A12
19.01,-0.5877836243830237,5.919459158483345,8.187182977888764,0,-5.243206616124434,0.1,A17
19.5,-0.4231943884434364,5.919459158483345,8.187182977888764,0,-5.243206616124434,0.1,A17
20.0,-0.21973181548095067,5.919459158483345,8.187182977888764,0,-5.243206616124434,0.1,A17
