time,xin,TL,BL,reset,ic,T,action
0.0,0.9553066159603589,7.70143546907547,9.942078444880998,0,8.140193992563646,0.1,A18
0.5,-0.07527659491703931,7.70143546907547,9.942078444880998,0,8.140193992563646,0.1,A18
1.0,-0.3699587159651163,7.70143546907547,9.942078444880998,0,8.140193992563646,0.1,A18
1.01,-0.967264387602885,9.785785643713833,3.416415525341463,1,-7.996059364629657,0.1,A5
2.0,-0.37893294780170494,9.785785643713833,3.416415525341463,1,-7.996059364629657,0.1,A5
3.0,0.3123159482342346,9.785785643713833,3.416415525341463,1,-7.996059364629657,0.1,A5
3.01,0.31705127430599345,1.4020085664701618,4.8132965852228615,0,-4.213185973034019,0.1,A19
5.5,0.9521552505340782,1.4020085664701618,4.8132965852228615,0,-4.213185973034019,0.1,A19
8.0,0.5453820264445564,1.4020085664701618,4.8132965852228615,0,-4.213185973034019,0.1,A19
8.01,0.15190886697958783,-8.442468553139737,-6.1922976020773834,1,-8.186197999321422,0.1,A13
8.5,0.5425637214513599,-8.442468553139737,-6.1922976020773834,1,-8.186197999321422,0.1,A13
9.0,0.8095196082281155,-8.442468553139737,-6.1922976020773834,1,-8.186197999321422,0.1,A13
9.01,0.22412441014895124,3.1573438478569944,-1.2670494571254984,0,1.3990491888929295,0.1,A18
11.0,-0.35763495347407215,3.1573438478569944,-1.2670494571254984,0,1.3990491888929295,0.1,A18
13.0,-0.6167459289980695,3.1573438478569944,-1.2670494571254984,0,1.3990491888929295,0.1,A18
13.01,-0.7479579770471989,-8.243079481109902,-9.966665508948589,1,9.242669210048831,0.1,A9
13.5,-0.555430979426152,-8.243079481109902,-9.966665508948589,1,9.242669210048831,0.1,A9
14.0,0.8178766046336745,-8.243079481109902,-9.966665508948589,1,9.242669210048831,0.1,A9
14.01,0.5476187988421617,2.4359341377811248,7.258912565244053,0,0.6379395361567742,0.1,A18
14.5,-0.44071463403548805,2.4359341377811248,7.258912565244053,0,0.6379395361567742,0.1,A18
15.0,-0.458624707522151,2.4359341377811248,7.258912565244053,0,0.6379395361567742,0.1,A18
15.01,0.9388666791860114,7.812090842294605,5.577664582508547,1,4.921977692431632,0.1,A6
15.5,0.7521518198750838,7.812090842294605,5.577664582508547,1,4.921977692431632,0.1,A6
16.0,0.030975305191093483,7.812090842294605,5.577664582508547,1,4.921977692431632,0.1,A6
16.01,-0.2440285077183853,6.521327292287587,7.730070258344014,0,1.5444918611702754,0.1,A17
16.5,0.2650730023292669,6.521327292287587,7.730070258344014,0,1.5444918611702754,0.1,A17
17.0,0.45321894975648624,6.521327292287587,7.730070258344014,0,1.5444918611702754,0.1,A17
17.01,0.4073615166143634,7.386076938336707,-0.2004741482978467,0,-6.34092796975507,0.1,A20
17.5,-0.9176234852758123,7.386076938336707,-0.2004741482978467,0,-6.34092796975507,0.1,A20
18.0,0.6929356957300414,7.386076938336707,-0.2004741482978467,0,-6.34092796975507,0.1,A20
18.01,1.0,-6.979580584611986,-7.326654562815563,1,-9.025186214747169,0.1,A6
18.5,-0.2710664010860495,-6.979580584611986,-7.326654562815563,1,-9.025186214747169,0.1,A6
19.0,-0.3667879312623128,-6.979580584611986,-7.326654562815563,1,-9.025186214747169,0.1,A6
19.01,-0.7799801992727,-8.43675941227528,-8.770592350769398,0,-6.6627338026757865,0.1,A17
19.5,-0.6036206272547813,-8.43675941227528,-8.770592350769398,0,-6.6627338026757865,0.1,A17
20.0,0.6867376361281452,-8.43675941227528,-8.770592350769398,0,-6.6627338026757865,0.1,A17
