time,xin,TL,BL,reset,ic,T,action
0.0,-0.26854193887487887,-1.225472016854825,2.933363596697202,1,-7.071408913043459,0.1,A15
3.5,0.6868224405837768,-1.225472016854825,2.933363596697202,1,-7.071408913043459,0.1,A15
7.0,-0.006178329722005493,-1.225472016854825,2.933363596697202,1,-7.071408913043459,0.1,A15
7.01,0.9113355053699939,4.236417482848175,-0.6553668003430815,0,-2.2174178720040505,0.1,A20
9.0,-0.3372575019982704,4.236417482848175,-0.6553668003430815,0,-2.2174178720040505,0.1,A20
11.0,0.7729833483622643,4.236417482848175,-0.6553668003430815,0,-2.2174178720040505,0.1,A20
11.01,-0.20729945221370705,1.4489310003941664,5.546611820329876,1,-0.37930037479849155,0.1,A16
12.0,-0.22342006687604488,1.4489310003941664,5.546611820329876,1,-0.37930037479849155,0.1,A16
13.0,0.08151319030891924,1.4489310003941664,5.546611820329876,1,-0.37930037479849155,0.1,A16
13.01,-0.8699724957352426,4.1459888720275835,-7.909184414443764,0,-9.666109793905234,0.1,A17
13.5,-0.07560090004162068,4.1459888720275835,-7.909184414443764,0,-9.666109793905234,0.1,A17
14.0,0.1381670683700531,4.1459888720275835,-7.909184414443764,0,-9.666109793905234,0.1,A17
14.01,0.1551009079107133,-1.849688078420623,-3.39227303864524,1,7.705150773324455,0.1,A12
14.5,-0.8531252450611508,-1.849688078420623,-3.39227303864524,1,7.705150773324455,0.1,A12
15.0,-0.5909064428596238,-1.849688078420623,-3.39227303864524,1,7.705150773324455,0.1,A12
15.01,-0.4679745337569814,3.285417501606794,8.424694741959012,0,-1.5037455480889168,0.1,A17
15.5,0.35209010002653174,3.285417501606794,8.424694741959012,0,-1.5037455480889168,0.1,A17
16.0,0.8339302561617283,3.285417501606794,8.424694741959012,0,-1.5037455480889168,0.1,A17
16.01,-0.14738241736403612,9.090555245471844,8.572345114129796,1,-9.334581677380221,0.1,A5
16.5,0.14033950965377873,9.090555245471844,8.572345114129796,1,-9.334581677380221,0.1,A5
17.0,0.8718594896237197,9.090555245471844,8.572345114129796,1,-9.334581677380221,0.1,A5
17.01,-0.43776121143858915,-4.303603395428814,-0.4287489960866395,0,1.276207922580312,0.1,A19
17.5,0.889231520070878,-4.303603395428814,-0.4287489960866395,0,1.276207922580312,0.1,A19
18.0,-1.0,-4.303603395428814,-0.4287489960866395,0,1.276207922580312,0.1,A19
18.01,-0.19942006225364106,5.649708098649475,3.366008271474821,1,4.757816975482147,0.1,A1
18.5,0.7055828274026217,5.649708098649475,3.366008271474821,1,4.757816975482147,0.1,A1
19.0,0.9113634244699422,5.649708098649475,3.366008271474821,1,4.757816975482147,0.1,A1
19.01,0.9911579884346953,1.9184630105959046,8.759043177784761,0,-0.10871339431861138,0.1,A20
19.5,-0.08629098860918627,1.9184630105959046,8.759043177784761,0,-0.10871339431861138,0.1,A20
20.0,0.6400725044648656,1.9184630105959046,8.759043177784761,0,-0.10871339431861138,0.1,A20
