time,ia,ib,ic,Tlevel,PClimit,action
0,7.0248494830900485,7.1115123276361745,7.051733134295047,1.0,5,A1
1,6.621314779155147,6.625874764640418,6.6313913699102915,1.0,3,A1
2,15.3559579785808,15.344672698682647,15.679734572905497,0.9470474769956136,1,A1
3,14.588922297893932,14.591750013917384,14.27888721500865,1.0,1,A1
4,8.98345534768916,8.850093492559187,8.683362701772328,1.0,3,A1
5,9.753033357710542,9.633203859185802,9.738377408134218,0.8531048496997149,2,A1
6,11.366901305026456,11.33039524979963,9.308189711417164,0.9824625333973573,3,A8
7,0.9152780690441964,1.2919500173814624,6.704302975406209,1.0,1,A8
8,13.277094631713412,13.209216380998159,15.660939730499452,1.0,4,A8
9,13.906556400821852,13.897658575700998,6.686216455142983,0.995705694705375,2,A8
10,7.741447821936765,8.13659352930086,4.776618743837988,0.7859830818139854,1,A8
11,2.068092463571636,1.8442152161566439,5.512583620567632,1.0,1,A8
12,6.576307167804045,6.5030033470917425,18.33944348743257,1.0,4,A8
13,17.646112293962194,17.751531158047847,2.788069492361964,1.0,2,A8
14,9.473614921871171,9.467950978332919,2.698434879816759,1.0,3,A8
15,15.965373304441561,15.940303881301993,4.77831210549142,1.0,1,A8
16,7.553751210770303,7.665252698642665,10.171811498690042,1.0,3,A8
17,2.5588889430679562,2.570722096831125,4.740312313408523,1.0,3,A8
18,0.0,0.09634792435668338,8.664066754661908,1.0,1,A8
19,13.485777555367362,13.499700914112715,7.358150668347037,0.8245330513260519,4,A8
20,4.25973572324234,4.395090181267742,1.459361425912471,0.7676947733877459,4,A8
21,15.063996133308857,15.036803391834022,4.435841168711779,0.9325900926247125,3,A8
22,1.0994791555259997,1.124041394073918,11.553157611853514,0.9284028812328787,2,A8
23,15.008884180688982,15.076644870120566,3.478467023730214,1.0,4,A8
24,7.997949286126092,7.883312382460817,17.759759946411275,1.0,3,A7
25,8.496431778123537,8.523035282204805,13.966671359055097,1.0,1,A7
26,9.57712252082944,9.833300756540895,3.7321270612257007,0.9976158294913008,2,A7
27,12.929034373359192,12.970934810285284,2.6942855535013965,1.0,1,A7
28,5.7569094371232765,5.729135447075903,12.923409212827611,1.0,5,A7
29,18.028234527553746,18.09965019918123,10.729201391891575,1.0,5,A7
30,15.316242651504307,14.882554305536969,1.6995182847333745,1.0,3,A8
