time,xin,TL,BL,reset,ic,T,action
0.0,0.5956074616454763,3.493067904061961,-3.408172074697694,0,-3.36361160401589,0.1,A18
5.0,-0.5042124665893153,3.493067904061961,-3.408172074697694,0,-3.36361160401589,0.1,A18
10.0,-0.6880223212033676,3.493067904061961,-3.408172074697694,0,-3.36361160401589,0.1,A18
10.01,-1.0,-1.0295716150261747,-1.3612530983360944,1,-9.297938700955932,0.1,A5
11.5,0.18444935258082218,-1.0295716150261747,-1.3612530983360944,1,-9.297938700955932,0.1,A5
13.0,0.18872675571691566,-1.0295716150261747,-1.3612530983360944,1,-9.297938700955932,0.1,A5
13.01,0.289747809746733,4.602665797820162,5.315227742543116,0,3.804195813303977,0.1,A19
13.5,1.0,4.602665797820162,5.315227742543116,0,3.804195813303977,0.1,A19
14.0,-0.5828071142384679,4.602665797820162,5.315227742543116,0,3.804195813303977,0.1,A19
14.01,-0.7494764458122485,4.736274083294603,9.390819670231078,1,-0.4058691807432364,0.1,A16
14.5,-0.9431804156532575,4.736274083294603,9.390819670231078,1,-0.4058691807432364,0.1,A16
15.0,-0.49165775961054137,4.736274083294603,9.390819670231078,1,-0.4058691807432364,0.1,A16
15.01,0.2949730523434737,-2.532606755019766,-4.0301620544275085,0,8.326136452686722,0.1,A17
15.5,0.5647169329768591,-2.532606755019766,-4.0301620544275085,0,8.326136452686722,0.1,A17
16.0,0.7489946698662227,-2.532606755019766,-4.0301620544275085,0,8.326136452686722,0.1,A17
16.01,0.8407470015006082,2.965972560928611,-7.132939569378034,1,-1.1646750058915956,0.1,A4
16.5,-0.33032580828624414,2.965972560928611,-7.132939569378034,1,-1.1646750058915956,0.1,A4
17.0,1.0,2.965972560928611,-7.132939569378034,1,-1.1646750058915956,0.1,A4
17.01,-0.8017722011153188,4.973996800368678,-9.292157692986597,0,-10.0,0.1,A19
17.5,0.34630006556647586,4.973996800368678,-9.292157692986597,0,-10.0,0.1,A19
18.0,0.04213534572549693,4.973996800368678,-9.292157692986597,0,-10.0,0.1,A19
18.01,0.004093979495054523,-5.6903301820442405,-4.923536240376403,0,6.4946073345455595,0.1,A19
18.5,0.43868184721153014,-5.6903301820442405,-4.923536240376403,0,6.4946073345455595,0.1,A19
19.0,-0.150937325995258,-5.6903301820442405,-4.923536240376403,0,6.4946073345455595,0.1,A19
19.01,-0.5742060288701292,-4.519388766284931,-1.1889170862233356,1,-4.467105615506068,0.1,A15
19.5,-0.40793663083528986,-4.519388766284931,-1.1889170862233356,1,-4.467105615506068,0.1,A15
20.0,-0.7055740163067161,-4.519388766284931,-1.1889170862233356,1,-4.467105615506068,0.1,A15
