time,x,y,action
0.0,1.3603871775436183,-1.6768412409016724,A15
11.0,1.4542945631995365,1.8238994238749913,A15
22.0,1.841946727425582,-1.2391825519535498,A15
22.01,0.6046023650806389,1.4831875429038086,A16
36.0,-0.32250058637511536,1.751743057337472,A16
50.0,-0.7747551297655111,2.0,A16
50.01,2.0,1.7056876514187027,A4
67.0,1.4873278581688925,1.3919541619570452,A4
84.0,1.459540125788362,1.3076392135975499,A4
84.01,-2.0,-1.7487445982946839,A2
87.0,-1.4797166470108376,-1.4822348789914122,A2
90.0,-1.2100513965573607,-1.2552974412890792,A2
90.01,2.0,1.4620902783487244,A6
91.5,0.539587991913709,-0.12195808246014428,A6
93.0,-1.7169960398346324,-1.2387892628602857,A6
93.01,-1.6141534589818867,-2.0,A2
93.5,-1.4399231617390669,-1.0215916368264808,A2
94.0,-1.0126605015411423,-1.0184352491064075,A2
94.01,1.3845351169487543,2.0,A9
95.0,1.1958969237706212,1.114738026296017,A9
96.0,1.8014058636899901,2.0,A9
96.01,-1.0336404405168842,-1.1472003593879332,A12
96.5,-1.8728878024731013,-1.3947221377811203,A12
97.0,-1.9716432040574516,-2.0,A12
97.01,1.2814638030639784,-0.647645398957577,A15
97.5,2.0,-0.5017575708933846,A15
98.0,2.0,-0.5370476236582911,A15
98.01,2.0,1.589009622628934,A11
98.5,1.2965834045464173,1.2149235280648099,A11
99.0,1.1878952066743034,1.31922679003989,A11
99.01,1.6037587164362124,1.4082901643127228,A13
99.5,1.6163817456719933,1.5413612463592004,A13
100.0,1.683959406525473,1.9622851621030672,A13
