time,ia,ib,ic,Tlevel,PClimit,action
0,11.197388615067732,5.843195868837046,5.829006036820363,1.0,1,A12
1,15.081957356670284,13.290478013205417,13.076038446066121,0.6930412862649592,2,A12
2,13.449022312374941,17.498496624624437,17.523295070834696,0.8757536633673649,4,A12
3,18.10408976741832,11.895906289461855,11.979456105140114,1.0,5,A12
4,12.514264050801316,4.738040239500441,4.932714019186903,1.0,1,A12
5,6.009195355901776,1.3328105415663605,1.4360021982250935,0.6847578147112713,3,A12
6,13.649401777107455,18.67370184910039,18.862311716868156,1.0,1,A12
7,13.99589349193532,5.491558456077337,5.648569691617896,0.8827058185960261,4,A12
8,6.631872878857335,11.95988967254154,11.971659326112079,0.867813170860574,3,A12
9,2.666605283510557,16.737773473764133,16.23360736277649,1.0,1,A12
10,19.47459339375733,8.864524212820477,8.722953121235165,0.9446073330696872,2,A12
11,13.520842914576159,5.294081462729672,5.087694200780743,0.6838361555256347,5,A12
12,6.767157230694066,18.21641894676782,18.19792183897289,1.0,1,A12
13,12.129916161946525,1.7590378040293078,1.8074065882177066,0.9936643446075694,5,A12
14,13.910653597058047,17.767718430305017,17.80619362624377,0.9770338514994519,4,A12
15,1.82128428720562,14.96951816726213,14.975014026897131,0.7375414415098063,1,A12
16,6.455652803672439,9.15383386272508,9.274668167345592,1.0,3,A12
17,18.944928502160888,8.288736201342843,8.336922865680272,0.7973273891499969,5,A12
18,16.707925311223583,16.627258763038753,16.829245887096004,1.0,1,A1
19,5.095989520554683,4.9465221236242,4.666450403156877,1.0,5,A1
20,13.272589387867235,13.402681672995758,13.35494074502931,1.0,4,A1
21,14.574663325758138,16.08267528448554,16.17052839454074,0.12344585750661918,2,A11
22,6.407241610669656,9.397830314907331,9.874381732529478,0.6675177797812758,3,A11
23,5.920400447631122,12.505381567355679,12.545289481770709,1.0,1,A11
24,19.381803174416966,4.4602803393310015,4.363822114586946,1.0,3,A11
25,3.41701423655993,17.769896080520365,17.792582528695377,1.0,4,A11
26,18.804082539737117,14.76057031758102,8.47335841872807,0.35189841955491796,5,A15
27,17.128833643059668,18.26458330425499,7.323350335647254,0.06069006798456,2,A15
28,5.956174788619871,5.907158418937745,5.770211584103895,0.7389757925510777,5,A1
29,12.66908054499367,11.813891905883905,12.118233284706335,0.6109431473213008,3,A10
30,13.018816234242,11.840650729863487,12.224418163758326,1.0,1,A10
