time,ia,ib,ic,Tlevel,PClimit,action
0,9.577485294673064,9.42503755448687,3.436306276160077,1.0,4,A8
1,13.366765514628906,13.377511238404253,17.129288214681118,1.0,4,A8
2,18.16626978589765,18.156217126017136,0.02059494477639534,1.0,2,A8
3,2.9434735939263956,3.0934794244732826,8.012259643197241,1.0,2,A8
4,7.316045276906236,7.250853277197356,0.26075844776856094,1.0,1,A8
5,12.437430727216485,12.410495412485448,3.020673114918655,1.0,2,A8
6,10.183354223032751,10.210532089922014,16.9987043284895,1.0,3,A8
7,7.206881364565589,7.188964056987876,18.136611871795505,1.0,2,A8
8,8.169275986800937,8.283878303427867,2.9014429767999736,1.0,5,A8
9,14.42090228481753,14.447087933787344,9.078978796985407,0.9330833178866794,2,A8
10,18.674671905655487,18.51870077956829,13.482022017694687,1.0,2,A8
11,13.995440076421675,14.115931612400157,2.6115048190425574,1.0,1,A8
12,8.612150297991573,8.60902202439162,15.687650786036658,1.0,3,A8
13,15.912646170704953,16.147813186065683,6.1593064803969,0.8325549936807622,2,A8
14,7.401713573121378,7.276332198234656,3.9971238376256024,1.0,4,A8
15,1.0857857759104528,1.2206772861027448,12.556851163424067,0.9890392744303547,5,A8
16,17.364791978565833,17.53767251590698,8.121408729930193,1.0,1,A8
17,3.0197406890510625,3.0257119875759986,19.792659217538663,1.0,4,A8
18,17.98652965148193,18.017982334671427,8.495607049390992,1.0,2,A8
19,17.476251024273417,17.365515612096555,12.282241446275444,0.6965763302623009,4,A8
20,7.471925053869706,7.45849599837878,7.523396314194026,1.0,3,A1
21,12.308754509162982,12.30736664386571,12.114041908416151,1.0,3,A1
22,11.771601307165884,11.897247141437603,11.915441802581391,1.0,4,A1
23,13.977793365120867,13.794262697794984,16.03904296281541,1.0,5,A7
24,4.45147711168045,4.329519487129591,11.001881105637834,1.0,1,A7
25,1.1743276526797142,1.2987047493044401,4.676117042689468,0.8407253421118324,2,A7
26,17.144584090549117,17.083707651045575,8.453309108158454,1.0,1,A7
27,9.550485084008445,9.90462717448184,10.687971237373334,1.0,4,A3
28,13.075474458048724,13.267488917022705,13.804332733659168,0.5587405758332445,5,A3
29,11.820899497660836,11.808454610429242,7.328241129715332,1.0,2,A8
30,13.071604131691103,14.053514372752488,13.39633616849346,1.0,2,A1
