time,ia,ib,ic,Tlevel,PClimit,action
0,4.579002423020833,13.949050704320195,4.994607947522156,0.6133992813857178,1,A14
1,7.35830746015532,10.74963002797372,7.401410538325988,1.0,1,A14
2,17.515016436525865,10.08980227905952,17.360197731216633,1.0,3,A14
3,12.75669973944887,7.726719318380573,12.966618853071637,0.8657044152567114,1,A14
4,5.11925150233393,18.708432696717477,5.069487206985148,0.9766628846863948,3,A14
5,14.403800306351354,17.368053213281186,14.406517577505449,0.8770598274935555,4,A14
6,4.839367492684052,13.578978825910612,4.9186174202478945,1.0,5,A14
7,3.0579958353776715,8.339351292603613,2.781051848710413,0.75821422973812,3,A14
8,18.36313537397156,8.629807875744104,18.473745738595703,0.8483357416694299,1,A14
9,9.780717501674193,18.43113047543333,9.874723972895481,0.8899271651596672,1,A14
10,10.526790083181103,3.476951357636322,10.513129233552974,1.0,4,A14
11,19.52714591675514,16.098246756214227,19.591872733315576,1.0,2,A14
12,11.834132366528635,19.457022222152734,11.769031382030233,0.5494239981021125,1,A14
13,6.066750339803695,14.478998907201373,6.007125765381054,1.0,2,A14
14,1.4784084740957582,17.273986041244555,1.4116727482536437,1.0,5,A14
15,4.662497692726799,15.162228462819174,4.615493741897518,0.7613078988607606,3,A14
16,3.6136682895865073,18.66731676815987,3.785628871528043,1.0,4,A14
17,0.7032904633111681,2.6341413988374374,17.4367296872985,0.7347340432395318,3,A15
18,11.28840410547495,16.527615954712925,5.415790295220447,0.14816955551204847,5,A15
19,0.17376158359178717,7.233264437110614,16.07027417853578,0.9491139178175917,1,A15
20,11.079873070686519,18.14024231859817,8.504167955421988,0.8365093184731794,2,A15
21,8.529663892235174,7.493065382549721,14.68966388466445,0.1582205962063642,2,A15
22,16.037158653511582,12.840421999151994,2.836907935598356,0.5632958309647317,1,A15
23,0.3256429765583113,4.433907159917341,4.715547433953729,0.0743873718020529,5,A16
24,9.078877930514338,16.549728273089343,16.67731792267616,1.0,3,A12
25,10.235006659323613,5.745213852861404,5.781959005035537,0.5795923179076292,4,A12
26,6.241988949631246,7.057176136840136,6.584729651360675,1.0,4,A1
27,4.566772929060718,5.886763220227483,5.701195141256168,0.4268400997933206,1,A11
28,16.65854888626532,16.605643921399654,0.7692961387434294,1.0,5,A8
29,14.258876560628387,14.263863386154679,14.312335077899771,0.7016007973538564,2,A1
30,9.08389879982079,9.032856475959045,6.125293003339967,1.0,5,A7
