time,ia,ib,ic,Tlevel,PClimit,action
0,11.135888849375648,11.268629025042799,11.072190929652994,1.0,3,A1
1,2.8212109280699216,2.997752953637114,3.047748260966834,1.0,1,A1
2,4.393514280842929,18.08479776426237,17.942570412151156,1.0,2,A11
3,16.21731853308809,8.157224665623568,8.121725856692194,1.0,3,A11
4,3.010923594635997,19.8162596098385,19.869638866300686,0.9275620233642845,5,A11
5,19.01099794782838,15.761017552025333,15.84735723752381,1.0,5,A11
6,10.651990359080228,0.0316721017396393,0.0,0.6826409349762517,4,A11
7,9.338472481821718,12.167748522329337,12.252157341745091,1.0,2,A11
8,12.368198447104298,2.1330993578084723,2.0783582297695613,1.0,5,A11
9,8.32809025552299,13.617222746602028,13.658185785637372,0.9619561049604783,1,A11
10,2.9901097950719735,16.299434899076925,16.257128095232993,1.0,2,A11
11,19.443063766791795,3.0377739781180284,2.9550199202357463,1.0,1,A11
12,16.55392958299172,7.4451500323383195,7.557838376698271,1.0,5,A11
13,2.231964302851457,17.369294710376856,17.441469187404707,1.0,1,A11
14,5.669817326418087,17.95071781335766,17.907802895841634,0.7598920198020114,3,A11
15,20.0,16.81334466755227,17.04605260794748,1.0,2,A11
16,5.2706399605737,0.0,0.0,1.0,4,A11
17,15.530891987735394,10.91027067269729,10.710592223235176,1.0,3,A11
18,4.012311829806643,11.049009539671983,11.061184164362665,0.8726807785657625,5,A11
19,16.35571306900834,2.8968118197851704,2.9886395410002833,1.0,2,A11
20,1.6427342457728855,7.947116677476356,7.907310322123141,1.0,3,A11
21,15.459058190949925,19.161539227239157,19.22823100342546,0.5874977562795622,3,A12
22,0.6140467468459998,15.878970867064526,15.733096424633882,1.0,4,A12
23,2.45454691811146,14.502803775120427,2.4877869551517984,0.9603100757746784,2,A13
24,12.102725288395309,3.055020313468213,11.987552645419674,1.0,5,A13
25,18.21116875809143,16.465743772017817,18.402835639516415,1.0,1,A13
26,17.92179243087108,3.0656836534151575,17.96025809279349,1.0,5,A13
27,7.643665833480824,8.207061670553408,7.7184653584541945,0.9494004654785804,3,A1
28,3.9272673071125963,3.700522732476457,3.6445000052271914,1.0,1,A1
29,12.695311165762021,15.089205993502304,15.024364134158015,1.0,1,A12
30,11.587372240606745,5.486966673153077,11.398479735626818,1.0,3,A13
