time,ia,ib,ic,PClimit,Tlevel
0,18.0,18.0,18.0,3,0.7
1,18.0,18.0,18.0,3,0.7
2,18.0,18.0,18.0,3,0.7
3,18.0,18.0,18.0,3,0.7
4,18.0,18.0,18.0,3,0.7
5,18.0,18.0,18.0,3,0.7
6,18.0,18.0,18.0,3,0.7
7,18.0,18.0,18.0,3,0.7
8,18.0,18.0,18.0,3,0.7
9,18.0,18.0,18.0,3,0.7
10,18.0,18.0,18.0,3,0.7
11,18.0,18.0,18.0,3,0.7
12,18.0,18.0,18.0,3,0.7
13,18.0,18.0,18.0,3,0.7
14,18.0,18.0,18.0,3,0.7
15,18.0,18.0,18.0,3,0.7
16,18.0,18.0,18.0,3,0.7
17,18.0,18.0,18.0,3,0.7
18,18.0,25.0,18.0,3,0.7
19,18.0,25.0,18.0,3,0.7
20,18.0,25.0,18.0,3,0.7
21,18.0,25.0,18.0,3,0.7
22,18.0,25.0,25.0,3,0.7
23,18.0,25.0,25.0,3,0.7
24,18.0,25.0,25.0,3,0.7
25,18.0,25.0,25.0,3,0.7
26,18.0,25.0,25.0,3,0.7
27,18.0,25.0,25.0,3,0.7
28,18.0,25.0,25.0,3,0.7
29,18.0,25.0,25.0,3,0.7
30,18.0,25.0,25.0,3,0.7
