time,ia,ib,ic,PClimit,Tlevel
0,15.0,15.0,15.0,1,0.1
1,15.0,15.0,15.0,1,0.1
2,15.0,15.0,15.0,1,0.1
3,15.0,15.0,15.0,1,0.1
4,15.0,15.0,15.0,1,0.1
5,15.0,15.0,15.0,1,0.1
6,15.0,15.0,15.0,1,0.1
7,15.0,15.0,15.0,1,0.1
8,15.0,15.0,15.0,1,0.1
9,15.0,15.0,15.0,1,0.1
10,15.0,15.0,15.0,1,0.1
11,15.0,15.0,15.0,1,0.1
12,15.0,15.0,15.0,1,0.1
13,15.0,15.0,15.0,1,0.1
14,15.0,15.0,15.0,1,0.1
15,15.0,15.0,15.0,1,0.1
16,15.0,15.0,15.0,1,0.1
17,20.0,15.0,15.0,1,0.1
18,20.0,15.0,15.0,1,0.1
19,20.0,15.0,15.0,1,0.1
20,20.0,15.0,15.0,1,0.1
21,20.0,15.0,18.0,1,0.1
22,20.0,15.0,18.0,1,0.1
23,20.0,15.0,18.0,1,0.1
24,20.0,15.0,18.0,1,0.1
25,20.0,15.0,18.0,1,0.1
26,20.0,15.0,18.0,1,0.1
27,20.0,15.0,18.0,1,0.1
28,20.0,15.0,18.0,1,0.1
29,20.0,15.0,18.0,1,0.1
30,20.0,15.0,18.0,1,0.1
