time,x,y,action
0.0,1.77198039964931,1.8286409704768825,A7
6.0,2.0,2.0,A7
12.0,1.1727920916037797,1.3986583299935351,A7
12.01,-1.3577702592653895,-1.2653693992595514,A3
40.5,-0.08851124821538292,0.6494001657371999,A3
69.0,1.9864364951412483,1.7258658970733007,A3
69.01,2.0,2.0,A4
76.5,1.1403297766499652,1.5992287910061491,A4
84.0,1.0738296448779472,1.5877976147397175,A4
84.01,1.099415920176742,1.1776052093751175,A13
84.5,1.2484901058653235,1.4335738526800106,A13
85.0,2.0,2.0,A13
85.01,-1.0176856023239638,-1.2749660527791893,A12
85.5,-1.8458365601169544,-2.0,A12
86.0,-1.5194780087371005,-2.0,A12
86.01,-2.0,-2.0,A14
89.0,-1.7343894846620218,-1.2742567704118857,A14
92.0,-1.0671879086938492,-2.0,A14
92.01,-1.7571768652587192,-2.0,A2
92.5,-1.7360635284337322,-1.6310422812857852,A2
93.0,-1.2104620294007007,-1.1822926322576124,A2
93.01,2.0,2.0,A9
93.5,1.232852764303103,1.2615632186778996,A9
94.0,1.4932869947453207,1.5839888693108541,A9
94.01,-1.2607680281688283,-1.2335917801479739,A12
94.5,-1.5599655070892195,-1.5444030961085518,A12
95.0,-1.5577401694002502,-2.0,A12
95.01,1.0725777318578893,-0.12154338134126785,A15
95.5,1.361118182055331,1.1682835300727819,A15
96.0,1.7991401458990106,-0.12272140849364233,A15
96.01,-2.0,-2.0,A8
96.5,-1.0653910200083954,-1.1918190744488268,A8
97.0,-1.3318431334092224,-1.2673567241989292,A8
97.01,-1.2194422470584922,-1.930996756787214,A10
97.5,-2.0,-2.0,A10
98.0,-1.1373609053923621,-1.0396423706455318,A10
98.01,1.8053134974649374,1.783704621627316,A11
98.5,1.551424918019063,1.207068949258795,A11
99.0,1.076381050556329,1.09379681949641,A11
99.01,1.0796807371122599,1.7466858358710553,A13
99.5,1.520107137560472,2.0,A13
100.0,2.0,1.755586322555287,A13
