time,x,y,action
0.0,-1.543178371699531,-1.7612705571421126,A5
13.5,-1.574815660886265,-1.831944603994295,A5
27.0,-1.6828829639836027,-2.0,A5
27.01,1.5295156948036381,1.4495786772826524,A6
56.5,0.30552137655431766,0.026703676221033756,A6
86.0,-1.470591978560551,-2.0,A6
86.01,-1.9526221549135,-1.0552139176056916,A10
87.0,-2.0,-1.4787380599910054,A10
88.0,-1.8254909233504732,-1.1794080914025846,A10
88.01,-1.4585411958004992,-2.0,A2
88.5,-1.3707768406655105,-1.3105713436478794,A2
89.0,-1.0005006116068496,-1.2320146322382155,A2
89.01,1.551069250194701,1.3996420363849005,A9
90.0,1.0604732541402657,1.395414927689199,A9
91.0,2.0,2.0,A9
91.01,-1.6983892478152167,-1.2128586730368711,A12
91.5,-2.0,-1.3275921051085766,A12
92.0,-2.0,-2.0,A12
92.01,1.290974067503266,-0.3094076221817731,A15
92.5,1.6835136074522281,1.1278473532772195,A15
93.0,1.7828230076113698,-0.9380856709001335,A15
93.01,1.095734382537493,1.9430987789049463,A6
93.5,-0.014914277245115404,0.4461278111622664,A6
94.0,-1.9314338124021426,-0.9097277931723271,A6
94.01,1.2617046066041835,1.095978404918848,A1
94.5,1.8481642174878674,1.7621307256350585,A1
95.0,2.0,2.0,A1
95.01,2.0,1.935769919328912,A11
95.5,1.1728596828037605,1.1420975120671017,A11
96.0,1.5531410924989668,1.3401205660142954,A11
96.01,0.2793065117508595,1.2697554631349977,A16
96.5,-0.03766274601715969,1.5942550167786802,A16
97.0,-2.0,2.0,A16
97.01,1.4576053905793347,2.0,A4
97.5,1.31864254048419,1.752531971247202,A4
98.0,1.0115950599383854,1.5986804676025144,A4
98.01,-1.1858699406014004,-2.0,A2
98.5,-1.1701769770566477,-1.1465181739568697,A2
99.0,-1.038556861254941,-1.0102585707524874,A2
99.01,1.5037519366120211,1.457535284486959,A6
99.5,-0.5814261928755499,0.24005812955339678,A6
100.0,-1.9181660474794704,-1.8893419380056722,A6
