time,x,y,action
0.0,0.4591964312980865,1.747671631804129,A6
25.0,-0.43520971412602183,0.9802707855869044,A6
50.0,-1.4081144757376345,-0.9202597221051936,A6
50.01,1.135659577790069,1.1467483718045073,A1
57.0,1.849012129929795,1.2697910148312954,A1
64.0,1.9781465378952108,1.7009599024620834,A1
64.01,1.9289507352919564,2.0,A11
72.5,1.6791602523727693,1.1702387564810466,A11
81.0,1.2381794032782607,1.3381728438641065,A11
81.01,2.0,1.1938601321186288,A16
83.5,0.08921802333080775,1.6269749385178218,A16
86.0,-0.8045278816343499,1.985114644709319,A16
86.01,2.0,1.9561750088102396,A11
86.5,1.0682265440575622,1.1770945558480261,A11
87.0,2.0,1.0349704753352276,A11
87.01,1.1055327021077608,1.0131141322613906,A13
88.0,1.2125020825710429,1.9384859723032353,A13
89.0,1.16911248211,2.0,A13
89.01,-1.8875603965399148,-2.0,A2
89.5,-1.2119301891776904,-1.7127581079942868,A2
90.0,-1.1962994664413849,-1.001723552897977,A2
90.01,1.7537033341523705,1.84002644797941,A9
90.5,1.353950178072108,1.1602326643614145,A9
91.0,1.8407106990851476,1.3669030232688189,A9
91.01,-1.5844209539264034,-1.6287620625993764,A12
91.5,-2.0,-2.0,A12
92.0,-2.0,-2.0,A12
92.01,1.6574923585889132,-1.8497435697167026,A15
92.5,1.902036240098516,0.1623202445770624,A15
93.0,2.0,-0.21532772949825896,A15
93.01,1.1061066891814517,1.2332322209593447,A7
93.5,1.162229046387536,1.2553817258398339,A7
94.0,1.0767413950094982,1.1274464719686728,A7
94.01,-1.2241119598723456,-1.675832815277253,A3
94.5,0.4051876672217376,0.5616361552413545,A3
95.0,1.4636500970658815,1.8050052577420446,A3
95.01,1.2050391039490815,2.0,A4
95.5,1.0965303901189085,1.4717174853116228,A4
96.0,1.0140413483417205,1.3291641454185106,A4
96.01,1.0668887956887971,1.0157915879948551,A13
96.5,2.0,1.2285409565779044,A13
97.0,1.458579208342667,1.7779943879827016,A13
97.01,-1.1679274404521185,-1.8849993064114416,A5
97.5,-1.4037527601230693,-2.0,A5
98.0,-1.4600202415627688,-2.0,A5
98.01,1.209689098487313,2.0,A6
98.5,-0.049125628473264626,0.7067373423438155,A6
99.0,-1.950225276008008,-1.0995408252492993,A6
99.01,-1.2888095883368849,-1.3019594393873142,A10
99.5,-1.9564876353282172,-1.7456113170017353,A10
100.0,-1.6446219328458158,-1.0415428461688518,A10
