time,ia,ib,ic,PClimit,Tlevel
0,0,10,10,4,0.5
1,0,10,10,4,0.5
2,0,10,10,4,0.5
3,0,10,10,4,0.5
4,0,10,10,4,0.5
5,0,10,10,4,0.5
6,0,10,10,4,0.5
7,0,10,10,4,0.5
8,0,10,10,4,0.5
9,0,10,10,4,0.5
10,0,10,10,4,0.5
11,0,10,10,4,0.5
12,0,10,10,4,0.5
13,0,10,10,4,0.5
14,0,10,10,4,0.5
15,0,10,10,4,0.5
16,0,10,18,4,0.5
17,0,10,18,4,0.5
18,0,10,18,4,0.5
19,0,10,18,4,0.5
20,0,10,18,4,0.5
21,0,10,18,4,0.5
22,0,10,18,4,0.5
23,0,10,18,4,0.5
24,0,10,18,4,0.5
25,0,10,18,4,0.5
26,0,10,18,4,0.5
27,0,10,18,4,0.5
28,0,10,18,4,0.5
29,0,10,18,4,0.5
30,0,10,18,4,0.5
