time,xin,TL,BL,reset,ic,T,action
0.0,0.10602479802759279,-2.7969665283412226,-0.5109238349754541,0,5.50329202217859,0.1,A19
3.5,0.4339915143541928,-2.7969665283412226,-0.5109238349754541,0,5.50329202217859,0.1,A19
7.0,0.02964506625807245,-2.7969665283412226,-0.5109238349754541,0,5.50329202217859,0.1,A19
7.01,-0.3146784811480081,9.06777509741389,-6.581122008758385,1,2.679280175926017,0.1,A1
8.0,0.2828166799338021,9.06777509741389,-6.581122008758385,1,2.679280175926017,0.1,A1
9.0,0.28654753041472336,9.06777509741389,-6.581122008758385,1,2.679280175926017,0.1,A1
9.01,0.9751893735283272,1.8333630522850193,-2.198129250126894,0,-2.1341866461767722,0.1,A20
9.5,-0.9657473211001115,1.8333630522850193,-2.198129250126894,0,-2.1341866461767722,0.1,A20
10.0,0.8454193226518578,1.8333630522850193,-2.198129250126894,0,-2.1341866461767722,0.1,A20
10.01,-0.9516336268640719,2.848446604649574,6.036942254761254,1,-0.6841679915654808,0.1,A15
10.5,0.39168808251517184,2.848446604649574,6.036942254761254,1,-0.6841679915654808,0.1,A15
11.0,-0.026942722652340212,2.848446604649574,6.036942254761254,1,-0.6841679915654808,0.1,A15
11.01,0.6603788094354224,5.4705054997258244,-5.702895276573066,0,-1.8683698630401908,0.1,A18
11.5,0.62258896447418,5.4705054997258244,-5.702895276573066,0,-1.8683698630401908,0.1,A18
12.0,-0.6582233301500222,5.4705054997258244,-5.702895276573066,0,-1.8683698630401908,0.1,A18
12.01,-0.9313540921200625,-0.05551689363695722,2.120146477973254,0,8.1964143897739,0.1,A17
12.5,0.1127429919734082,-0.05551689363695722,2.120146477973254,0,8.1964143897739,0.1,A17
13.0,0.31346130200458444,-0.05551689363695722,2.120146477973254,0,8.1964143897739,0.1,A17
13.01,0.748770290526648,5.516064731059917,-9.284939579050304,1,-2.6019188788193865,0.1,A4
13.5,-0.8831361272316549,5.516064731059917,-9.284939579050304,1,-2.6019188788193865,0.1,A4
14.0,-0.8108489286196843,5.516064731059917,-9.284939579050304,1,-2.6019188788193865,0.1,A4
14.01,0.7955121562867842,-0.06736899300430466,-2.728521723420247,1,5.887017598882199,0.1,A10
14.5,0.48835855602117784,-0.06736899300430466,-2.728521723420247,1,5.887017598882199,0.1,A10
15.0,-0.41709392266745104,-0.06736899300430466,-2.728521723420247,1,5.887017598882199,0.1,A10
15.01,0.7991273002013224,-6.192440097771428,-2.1835079235905765,1,-9.561088453355755,0.1,A14
15.5,0.47606099762322396,-6.192440097771428,-2.1835079235905765,1,-9.561088453355755,0.1,A14
16.0,0.4624203771993971,-6.192440097771428,-2.1835079235905765,1,-9.561088453355755,0.1,A14
16.01,-0.5961910959268593,-4.577900205536496,3.9434835235096966,0,-0.3581831674232525,0.1,A19
16.5,0.28705724169128843,-4.577900205536496,3.9434835235096966,0,-0.3581831674232525,0.1,A19
17.0,-0.739551128972612,-4.577900205536496,3.9434835235096966,0,-0.3581831674232525,0.1,A19
17.01,0.9738897080207154,-6.114799025208271,-6.7305822766449115,0,0.6472561355100996,0.1,A20
17.5,-0.6972282198565787,-6.114799025208271,-6.7305822766449115,0,0.6472561355100996,0.1,A20
18.0,1.0,-6.114799025208271,-6.7305822766449115,0,0.6472561355100996,0.1,A20
18.01,-0.983151151262567,2.5251996276002053,2.1801869410878254,0,5.81549653622141,0.1,A19
18.5,0.40447459623329696,2.5251996276002053,2.1801869410878254,0,5.81549653622141,0.1,A19
19.0,0.27370867890543926,2.5251996276002053,2.1801869410878254,0,5.81549653622141,0.1,A19
19.01,-0.553541429414383,9.635417935996376,3.397550603833438,1,8.254100760686104,0.1,A2
19.5,-0.6364102394513236,9.635417935996376,3.397550603833438,1,8.254100760686104,0.1,A2
20.0,-0.961289857084016,9.635417935996376,3.397550603833438,1,8.254100760686104,0.1,A2
