time,x,y,action
0.0,-6.0,2.3744390648165137,A4
26.5,-1.7636283917195614,-4.062093226206771,A4
53.0,2.641719343563608,0.7263645704380381,A4
53.1,5.195068971553528,-1.7703140924299126,A5
73.5,-1.5833469190577985,0.2993360618393961,A5
94.0,-3.3457586172580394,3.8819873474681224,A5
94.1,-1.0451656169104107,-4.8422556688110046,A13
95.5,-6.0,-0.4207437736050138,A13
97.0,-1.1872774434221594,4.326463135702766,A13
97.1,-0.234947051411579,5.349408180108747,A14
98.5,-4.713039485723463,2.3654938594686943,A14
100.0,2.6408794276076772,-4.950649859768577,A14
