time,ia,ib,ic,Tlevel,PClimit,action
0,7.720099662281145,8.632474499929037,9.217597602339964,1.0,3,A3
1,3.2323688315873733,3.600402895705468,3.785175826733973,0.47828701469710144,2,A3
2,3.595020008754453,3.177433449984869,2.597184563424451,0.8157462873675565,1,A3
3,2.672929725784931,3.4960509384697036,3.900685906519541,1.0,2,A3
4,7.199625459573385,6.435716331097203,5.727951209629484,0.8885473395563386,3,A3
5,17.664307881346957,17.088229039915625,16.490649109763567,0.8722680178246797,1,A3
6,13.007855555135343,13.36489001450633,14.096714517362736,0.890680838628759,1,A3
7,15.858308131925737,16.466853042105576,16.908889409577924,0.8678382943755766,4,A4
8,11.760371024492095,11.103919152253326,10.583367685915086,0.9785316621648881,3,A4
9,13.625221431909756,12.865498991947051,12.43868670738383,0.9653894826108663,1,A4
10,8.52102228454261,8.114205269420317,7.241456454353077,0.9774990298120868,2,A4
11,10.239429249652883,9.335188437227142,9.077317554740745,1.0,4,A4
12,5.290568787284711,5.8830394835293776,6.208590685366853,0.760386559909151,3,A4
13,16.572452536093408,15.9048635796037,15.713290965050348,0.7199312221309322,1,A4
14,7.205241852399245,6.493166302372148,6.193343596407292,0.925956198012263,2,A4
15,8.387722691213531,8.892082514165851,9.520349993813022,0.873183004785836,3,A4
16,16.939424533092044,17.84075024215177,18.022263550959817,1.0,4,A4
17,6.90852281162832,7.432072201703961,8.190199489767023,0.7913103280025857,4,A4
18,15.054920355553797,14.475336977259808,13.905001928501141,0.7805059522438058,5,A4
19,5.489976066675915,4.783340186119443,4.336967278193843,0.9506902535860156,1,A4
20,5.518950085621908,5.120435537283705,4.715562899657771,0.5167538877142454,4,A4
21,2.701114330418082,2.554081587538659,1.9861026204464172,0.6103935458883656,2,A4
22,10.589010997446632,9.866039263596287,9.19871401892304,1.0,1,A4
23,3.5658558228757355,4.291986443252311,4.679016292641711,1.0,1,A4
24,16.94059347909846,16.250543588294136,15.465984369467416,1.0,1,A4
25,6.971279549467926,7.124861328184926,7.3289983200909505,0.28777811785946616,1,A4
26,8.086181677707724,7.3637334669156935,6.717384228360159,1.0,1,A4
27,7.997148389867988,8.9104337866911,9.539898198944709,1.0,5,A4
28,11.406824065046113,10.802545630789695,10.826858561454094,1.0,3,A1
29,16.44905481782082,16.336721702080904,13.824869198749967,1.0,5,A8
30,4.87008312456267,4.860366998979524,2.198210252318751,1.0,4,A8
