time,x,y,action
0.0,1.3148155713004452,2.0,A11
5.5,1.2008826929001266,1.0855964923094692,A11
11.0,1.109186281149703,1.9647278259021241,A11
11.01,1.5594122517772955,1.158951086193643,A13
38.5,2.0,1.7394527074186374,A13
66.0,2.0,1.774586295136956,A13
66.01,-1.3786404416842584,-1.1956012300293932,A12
69.5,-1.7263920057875923,-2.0,A12
73.0,-2.0,-1.7440059942383455,A12
73.01,-2.0,-1.6572264213147165,A14
76.0,-2.0,-1.122104711021493,A14
79.0,-1.3313193118526274,-1.1884302626142396,A14
79.01,-1.574996500903839,-1.8520667340681611,A2
80.0,-1.5564115717197042,-1.437431067242577,A2
81.0,-1.0136023994721397,-1.2280858494248879,A2
81.01,2.0,2.0,A9
82.0,1.0295791457395138,1.153418652501079,A9
83.0,1.2917337768425114,1.1833663572656186,A9
83.01,-1.106038245142034,-1.0437414323229794,A12
84.5,-1.647419112958746,-1.561578260840586,A12
86.0,-2.0,-1.1993808412360665,A12
86.01,1.0659256344557972,-1.9175475100035404,A15
93.0,1.6665479380885966,0.7252396433634789,A15
100.0,2.0,-0.6872413388703438,A15
