time,x,y,action
0.0,1.0587319394757118,-1.0897943643316288,A15
34.5,1.276209867296998,0.6845574122054051,A15
69.0,2.0,-0.7551208814765316,A15
69.01,1.4683920382258775,1.1623847886968435,A16
73.0,0.7362637783516139,1.3103149248448827,A16
77.0,-0.5937687776255486,1.9588525762339468,A16
77.01,2.0,1.494826252652885,A11
78.0,1.889587865742807,1.0664056693862545,A11
79.0,1.111433774822507,1.1171811513705234,A11
79.01,1.3738486612394942,1.2571575744438874,A13
85.5,2.0,1.576137029536791,A13
92.0,1.9840862788720144,1.8852305615224827,A13
92.01,-2.0,-1.53655274285547,A8
92.5,-1.20534681494098,-1.2919269071595774,A8
93.0,-1.3663232590682681,-2.0,A8
93.01,-1.168962793101576,-1.6409238695488018,A10
93.5,-1.27643157022804,-2.0,A10
94.0,-1.0744875665071492,-1.1442964054704778,A10
94.01,1.3111958936139758,1.291796311994927,A1
94.5,1.577477191703386,1.4809202742957484,A1
95.0,2.0,2.0,A1
95.01,-1.7289269974616097,-1.569255475464262,A3
95.5,-0.40414970600192923,0.02699176136929271,A3
96.0,1.3389036896087636,1.4142774000733271,A3
96.01,1.0928224457321714,1.7085675406231902,A7
96.5,2.0,1.843732393325182,A7
97.0,1.2672555687448162,1.041472623031614,A7
97.01,2.0,1.6324163212046596,A4
97.5,2.0,1.384526251275305,A4
98.0,1.0148209044225174,1.1980672528858198,A4
98.01,-2.0,-2.0,A2
98.5,-1.751488534692273,-1.670448807056193,A2
99.0,-1.1407982407065884,-1.1937879912207054,A2
99.01,2.0,2.0,A6
99.5,0.4173890110987788,0.5714431404350311,A6
100.0,-1.4238597101161425,-1.7287403661860337,A6
