time,x,y,action
0.0,-2.0,-1.68890070149655,A5
11.0,-2.0,-2.0,A5
22.0,-2.0,-2.0,A5
22.01,0.8434682563475566,1.318879088487638,A6
26.0,-0.09791847682181842,-0.9810228800618961,A6
30.0,-1.6258674584470292,-1.7681468609608952,A6
30.01,-1.7075746004375585,-1.9357057515906915,A10
38.0,-2.0,-2.0,A10
46.0,-2.0,-2.0,A10
46.01,-1.0080666791672308,-1.083909124745845,A12
69.0,-2.0,-2.0,A12
92.0,-1.2197282513879986,-2.0,A12
92.01,-2.0,-2.0,A14
92.5,-1.605052374486693,-1.3511522320283986,A14
93.0,-1.8710134452307186,-1.066645338458895,A14
93.01,1.3385614135557398,1.1371260369320502,A7
95.0,1.8346247823934454,1.2374732424665935,A7
97.0,1.303095053991854,1.0702517236798146,A7
97.01,-0.8727899433312927,-2.0,A3
97.5,0.5895688703813078,-1.0375649102621236,A3
98.0,1.8517600642782004,1.4535702572020623,A3
98.01,1.3619439018851232,2.0,A4
98.5,1.2484752530529493,2.0,A4
99.0,1.0528473541174663,1.5962120535948316,A4
99.01,1.0265696127246262,1.0109359706863743,A13
99.5,2.0,1.9582632957418837,A13
100.0,1.5168196986597176,1.3316952699293039,A13
