time,x,y,action
0.0,1.3626182381335916,1.4016455094253488,A7
39.0,2.0,2.0,A7
78.0,1.8497930253941361,1.5298567802704073,A7
78.01,-1.4097687827365435,-1.9250237198891766,A3
81.0,0.19711184640412194,0.2771481344083977,A3
84.0,1.619490268026837,1.9582839122215807,A3
84.01,1.8143060656372714,2.0,A4
85.0,1.4910284035838326,1.2376612231009725,A4
86.0,1.4050214396409364,1.0371319211035859,A4
86.01,1.1767606399785309,1.2189582318271168,A13
87.0,2.0,1.6430181662655117,A13
88.0,1.318340999604077,2.0,A13
88.01,0.7773465263539947,1.0981675185967155,A6
89.0,-1.0291636913913957,0.1151575773312774,A6
90.0,-1.798889185633358,-1.6480054568703335,A6
90.01,1.5656609740922036,1.0434648801762167,A1
90.5,1.6810002593797364,1.1300559006087874,A1
91.0,2.0,1.1432203388618252,A1
91.01,2.0,2.0,A11
91.5,1.190753353289577,1.2446903579325792,A11
92.0,1.6786987539048808,1.1995281942981642,A11
92.01,1.2906048785275523,1.1089780448575604,A16
92.5,-0.4729096456131283,1.275465573487496,A16
93.0,-0.6207808168858668,1.7029218201256802,A16
93.01,1.2865761880474058,1.134540455951667,A1
93.5,1.4014247305632095,1.3323119303077706,A1
94.0,2.0,2.0,A1
94.01,-0.782202447691521,-1.0878645219118912,A3
94.5,0.0323194247180687,-0.3253408487561246,A3
95.0,0.8300162215487288,1.2463230350765269,A3
95.01,1.6172613900009996,1.2612680167516785,A7
95.5,1.7136464805999787,1.8804949226305272,A7
96.0,1.5574728065191885,1.1366023056423593,A7
96.01,1.7409022667576823,-0.46223275129065877,A15
96.5,2.0,0.3291673403758555,A15
97.0,2.0,-1.8187184371369112,A15
97.01,1.5190413097321243,1.1422357308008215,A16
97.5,1.06143627170467,1.1489479898473676,A16
98.0,-0.7002525756186199,1.8193209175150478,A16
98.01,-1.1426247522189037,-1.1828518166935442,A12
98.5,-2.0,-1.547925291451837,A12
99.0,-1.179621139664886,-1.2291200556380222,A12
99.01,-1.3899169539134724,-2.0,A14
99.5,-1.2738374048252532,-1.02592142228546,A14
100.0,-1.3453694762045685,-1.003836577460059,A14
