time,x,y,action
0.0,1.9028120431862248,2.0,A4
28.5,1.4644203046612783,1.630831612459363,A4
57.0,1.0363569125991003,1.022574718674782,A4
57.01,-1.305251882005764,-2.0,A2
66.5,-1.1143363574835958,-2.0,A2
76.0,-1.0852558615532368,-1.9702912793789886,A2
76.01,1.0056780367389306,1.735306780581789,A6
79.0,-0.5418867645623522,0.408053924459562,A6
82.0,-1.9726904298620718,-1.6022254796548991,A6
82.01,-1.444330746598038,-2.0,A8
82.5,-1.2051568520625997,-1.0595390936181825,A8
83.0,-1.988644537359511,-1.2495223515232434,A8
83.01,-1.2770455064032076,-1.4783594979102745,A10
86.5,-1.492610564206057,-2.0,A10
90.0,-1.3324464342849978,-1.0865760122610388,A10
90.01,-1.0856190288432166,-1.0013682969552038,A12
91.0,-1.8649444103763613,-1.2645038401526636,A12
92.0,-1.7415369108326697,-1.5231711232481167,A12
92.01,-2.0,-1.7209726268891687,A14
92.5,-1.712976844266997,-1.2470744080274616,A14
93.0,-1.4999412921465054,-1.3455562435094726,A14
93.01,1.8607065998731653,1.6614016453027531,A6
93.5,-0.20048844291524182,-0.18128149685720363,A6
94.0,-1.6996420008864943,-2.0,A6
94.01,1.1561715980931118,1.2676675117836813,A1
94.5,1.789455564443182,1.5871526178447004,A1
95.0,2.0,2.0,A1
95.01,1.5187159299635913,1.6543169132900064,A11
95.5,1.1554028195805164,1.3363328392411034,A11
96.0,1.035581658716294,1.567048221713002,A11
96.01,2.0,1.0682901425201412,A16
96.5,-0.8623517808008008,1.9862535294075925,A16
97.0,-1.9254090927374956,2.0,A16
97.01,1.1185566923799561,1.0528147082180161,A1
97.5,1.1940826565239062,1.1688510976186794,A1
98.0,1.4233577412016059,2.0,A1
98.01,-1.881042315448843,-1.290179553060288,A3
98.5,-0.4672964084632647,0.06540723998702808,A3
99.0,1.090595598625731,1.5724866489432556,A3
99.01,1.6398371578625068,1.0075701643134187,A7
99.5,1.805179631574589,1.826985880610668,A7
100.0,1.1802093911575076,1.2700328862933832,A7
