time,xin,TL,BL,reset,ic,T,action
0.0,0.34409473516776545,0.9091270876608988,0.1597239075268817,1,9.877992671350807,0.1,A12
3.0,-0.6328729777655551,0.9091270876608988,0.1597239075268817,1,9.877992671350807,0.1,A12
6.0,0.5600440997872158,0.9091270876608988,0.1597239075268817,1,9.877992671350807,0.1,A12
6.01,-0.07452789465287757,6.111850329354539,6.597071587265667,0,-3.7451695338157354,0.1,A17
6.5,-0.02733699920054894,6.111850329354539,6.597071587265667,0,-3.7451695338157354,0.1,A17
7.0,0.7860716348338088,6.111850329354539,6.597071587265667,0,-3.7451695338157354,0.1,A17
7.01,-0.6007969246594642,9.056486227344728,-2.0616874081906955,1,6.632903581851707,0.1,A3
7.5,0.5331223248764979,9.056486227344728,-2.0616874081906955,1,6.632903581851707,0.1,A3
8.0,-0.9077957642840973,9.056486227344728,-2.0616874081906955,1,6.632903581851707,0.1,A3
8.01,0.9497289835326306,-2.132963412287761,2.3240600352407235,0,2.8444385033958746,0.1,A18
9.5,0.8061686070448688,-2.132963412287761,2.3240600352407235,0,2.8444385033958746,0.1,A18
11.0,-0.9746964271692686,-2.132963412287761,2.3240600352407235,0,2.8444385033958746,0.1,A18
11.01,-0.40491941409103893,9.14707579469659,-9.162198534179542,0,-2.8629661181771393,0.1,A17
12.5,0.3178041013889581,9.14707579469659,-9.162198534179542,0,-2.8629661181771393,0.1,A17
14.0,1.0,9.14707579469659,-9.162198534179542,0,-2.8629661181771393,0.1,A17
14.01,-0.5079178776795934,-8.207479535631268,1.1319592883524259,1,-4.340390705106083,0.1,A16
14.5,-1.0,-8.207479535631268,1.1319592883524259,1,-4.340390705106083,0.1,A16
15.0,-0.2455236263156566,-8.207479535631268,1.1319592883524259,1,-4.340390705106083,0.1,A16
15.01,-0.7710896198756023,-2.843343281449762,-6.7935346360548055,0,-5.188979463487047,0.1,A17
15.5,-0.5583327813696246,-2.843343281449762,-6.7935346360548055,0,-5.188979463487047,0.1,A17
16.0,0.5489241800287663,-2.843343281449762,-6.7935346360548055,0,-5.188979463487047,0.1,A17
16.01,0.6503778033236738,7.882530709337408,-4.779599587452628,1,-7.112297481576273,0.1,A6
16.5,0.1691984122305623,7.882530709337408,-4.779599587452628,1,-7.112297481576273,0.1,A6
17.0,-0.5522302380289195,7.882530709337408,-4.779599587452628,1,-7.112297481576273,0.1,A6
17.01,0.30256302955947345,2.1653436344129258,2.7142586660699344,0,-3.254365816111095,0.1,A19
17.5,1.0,2.1653436344129258,2.7142586660699344,0,-3.254365816111095,0.1,A19
18.0,0.003593958531431962,2.1653436344129258,2.7142586660699344,0,-3.254365816111095,0.1,A19
18.01,0.5028078815531096,-0.57142633104651,-6.812814987802449,1,9.628117302801124,0.1,A10
18.5,-0.7625903305389112,-0.57142633104651,-6.812814987802449,1,9.628117302801124,0.1,A10
19.0,-0.9025655732924216,-0.57142633104651,-6.812814987802449,1,9.628117302801124,0.1,A10
19.01,-0.1273143902725289,-0.5887324434112386,-8.860713526767555,0,-1.5481375263704766,0.1,A17
19.5,-0.10948420338050391,-0.5887324434112386,-8.860713526767555,0,-1.5481375263704766,0.1,A17
20.0,0.8853838920554509,-0.5887324434112386,-8.860713526767555,0,-1.5481375263704766,0.1,A17
