time,ia,ib,ic,PClimit,Tlevel
0,5,5,5,3,0.5
1,5,5,5,3,0.5
2,5,5,5,3,0.5
3,5,5,5,3,0.5
4,5,5,5,3,0.5
5,5,5,5,3,0.5
6,5,5,5,3,0.5
7,5,5,5,3,0.5
8,5,5,5,3,0.5
9,5,5,5,3,0.5
10,5,5,5,3,0.5
11,5,5,5,3,0.5
12,5,5,5,3,0.5
13,5,5,5,3,0.5
14,5,5,5,3,0.5
15,5,5,5,3,0.5
16,5,5,5,3,0.5
17,5,5,5,3,0.5
18,5,5,5,3,0.5
19,5,5,5,3,0.5
20,5,5,5,3,0.5
21,5,5,5,3,0.5
22,5,5,5,3,0.5
23,5,5,5,3,0.5
24,5,5,5,3,0.5
25,5,5,5,3,0.5
26,5,5,5,3,0.5
27,5,5,5,3,0.5
28,5,5,5,3,0.5
29,5,5,5,3,0.5

time,ia,ib,ic,PClimit,Tlevel
0,10,10,10,2,0.3
1,10,10,10,2,0.3
2,10,10,10,2,0.3
3,10,10,10,2,0.3
4,10,10,10,2,0.3
5,10,10,10,2,0.3
6,10,10,10,2,0.3
7,10,10,10,2,0.3
8,10,10,10,2,0.3
9,10,10,10,2,0.3
10,10,10,10,2,0.3
11,10,10,10,2,0.3
12,10,10,10,2,0.3
13,10,10,10,2,0.3
14,10,10,10,2,0.3
15,10,10,10,2,0.3
16,10,10,10,2,0.3
17,10,10,10,2,0.3
18,10,10,10,2,0.3
19,10,10,10,2,0.3
20,10,10,10,2,0.3
21,10,10,10,2,0.3
22,10,10,10,2,0.3
23,10,10,10,2,0.3
24,10,10,10,2,0.3
25,10,10,10,2,0.3
26,10,10,10,2,0.3
27,10,10,10,2,0.3
28,10,10,10,2,0.3
29,10,10,10,2,0.3

time,ia,ib,ic,PClimit,Tlevel
0,8,8,8,4,0.7
1,8,8,8,4,0.7
2,8,8,8,4,0.7
3,8,8,8,4,0.7
4,8,8,8,4,0.7
5,8,8,8,4,0.7
6,8,8,8,4,0.7
7,8,8,8,4,0.7
8,8,8,8,4,0.7
9,8,8,8,4,0.7
10,8,8,8,4,0.7
11,8,8,8,4,0.7
12,8,8,8,4,0.7
13,8,8,8,4,0.7
14,8,8,8,4,0.7
15,8,8,8,4,0.7
16,8,8,8,4,0.7
17,8,8,8,4,0.7
18,8,8,8,4,0.7
19,8,8,8,4,0.7
20,8,8,8,4,0.7
21,8,8,8,4,0.7
22,8,8,8,4,0.7
23,8,8,8,4,0.7
24,8,8,8,4,0.7
25,8,8,8,4,0.7
26,8,8,8,4,0.7
27,8,8,8,4,0.7
28,8,8,8,4,0.7
29,8,8,8,4,0.7

time,ia,ib,ic,PClimit,Tlevel
0,12,12,12,5,0.2
1,12,12,12,5,0.2
2,12,12,12,5,0.2
3,12,12,12,5,0.2
4,12,12,12,5,0.2
5,12,12,12,5,0.2
6,12,12,12,5,0.2
7,12,12,12,5,0.2
8,12,12,12,5,0.2
9,12,12,12,5,0.2
10,12,12,12,5,0.2
11,12,12,12,5,0.2
12,12,12,12,5,0.2
13,12,12,12,5,0.2
14,12,12,12,5,0.2
15,12,12,12,5,0.2
16,12,12,12,5,0.2
17,12,12,12,5,0.2
18,12,12,12,5,0.2
19,12,12,12,5,0.2
20,12,12,12,5,0.2
21,12,12,12,5,0.2
22,12,12,12,5,0.2
23,12,12,12,5,0.2
24,12,12,12,5,0.2
25,12,12,12,5,0.2
26,12,12,12,5,0.2
27,12,12,12,5,0.2
28,12,12,12,5,0.2
29,12,12,12,5,0.2

time,ia,ib,ic,PClimit,Tlevel
0,3,3,3,1,0.9
1,3,3,3,1,0.9
2,3,3,3,1,0.9
3,3,3,3,1,0.9
4,3,3,3,1,0.9
5,3,3,3,1,0.9
6,3,3,3,1,0.9
7,3,3,3,1,0.9
8,3,3,3,1,0.9
9,3,3,3,1,0.9
10,3,3,3,1,0.9
11,3,3,3,1,0.9
12,3,3,3,1,0.9
13,3,3,3,1,0.9
14,3,3,3,1,0.9
15,3,3,3,1,0.9
16,3,3,3,1,0.9
17,3,3,3,1,0.9
18,3,3,3,1,0.9
19,3,3,3,1,0.9
20,3,3,3,1,0.9
21,3,3,3,1,0.9
22,3,3,3,1,0.9
23,3,3,3,1,0.9
24,3,3,3,1,0.9
25,3,3,3,1,0.9
26,3,3,3,1,0.9
27,3,3,3,1,0.9
28,3,3,3,1,0.9
29,3,3,3,1,0.9

time,ia,ib,ic,PClimit,Tlevel
0,15,15,15,3,0.6
1,15,15,15,3,0.6
2,15,15,15,3,0.6
3,15,15,15,3,0.6
4,15,15,15,3,0.6
5,15,15,15,3,0.6
6,15,15,15,3,0.6
7,15,15,15,3,0.6
8,15,15,15,3,0.6
9,15,15,15,3,0.6
10,15,15,15,3,0.6
11,15,15,15,3,0.6
12,15,15,15,3,0.6
13,15,15,15,3,0.6
14,15,15,15,3,0.6
15,15,15,15,3,0.6
16,15,15,15,3,0.6
17,15,15,15,3,0.6
18,15,15,15,3,0.6
19,15,15,15,3,0.6
20,15,15,15,3,0.6
21,15,15,15,3,0.6
22,15,15,15,3,0.6
23,15,15,15,3,0.6
24,15,15,15,3,0.6
25,15,15,15,3,0.6
26,15,15,15,3,0.6
27,15,15,15,3,0.6
28,15,15,15,3,0.6
29,15,15,15,3,0.6

time,ia,ib,ic,PClimit,Tlevel
0,2,2,2,2,0.4
1,2,2,2,2,0.4
2,2,2,2,2,0.4
3,2,2,2,2,0.4
4,2,2,2,2,0.4
5,2,2,2,2,0.4
6,2,2,2,2,0.4
7,2,2,2,2,0.4
8,2,2,2,2,0.4
9,2,2,2,2,0.4
10,2,2,2,2,0.4
11,2,2,2,2,0.4
12,2,2,2,2,0.4
13,2,2,2,2,0.4
14,2,2,2,2,0.4
15,2,2,2,2,0.4
16,2,2,2,2,0.4
17,2,2,2,2,0.4
18,2,2,2,2,0.4
19,2,2,2,2,0.4
20,2,2,2,2,0.4
21,2,2,2,2,0.4
22,2,2,2,2,0.4
23,2,2,2,2,0.4
24,2,2,2,2,0.4
25,2,2,2,2,0.4
26,2,2,2,2,0.4
27,2,2,2,2,0.4
28,2,2,2,2,0.4
29,2,2,2,2,0.4

time,ia,ib,ic,PClimit,Tlevel
0,18,18,18,4,0.8
1,18,18,18,4,0.8
2,18,18,18,4,0.8
3,18,18,18,4,0.8
4,18,18,18,4,0.8
5,18,18,18,4,0.8
6,18,18,18,4,0.8
7,18,18,18,4,0.8
8,18,18,18,4,0.8
9,18,18,18,4,0.8
10,18,18,18,4,0.8
11,18,18,18,4,0.8
12,18,18,18,4,0.8
13,18,18,18,4,0.8
14,18,18,18,4,0.8
15,18,18,18,4,0.8
16,18,18,18,4,0.8
17,18,18,18,4,0.8
18,18,18,18,4,0.8
19,18,18,18,4,0.8
20,18,18,18,4,0.8
21,18,18,18,4,0.8
22,18,18,18,4,0.8
23,18,18,18,4,0.8
24,18,18,18,4,0.8
25,18,18,18,4,0.8
26,18,18,18,4,0.8
27,18,18,18,4,0.8
28,18,18,18,4,0.8
29,18,18,18,4,0.8

time,ia,ib,ic,PClimit,Tlevel
0,7,7,7,5,0.1
1,7,7,7,5,0.1
2,7,7,7,5,0.1
3,7,7,7,5,0.1
4,7,7,7,5,0.1
5,7,7,7,5,0.1
6,7,7,7,5,0.1
7,7,7,7,5,0.1
8,7,7,7,5,0.1
9,7,7,7,5,0.1
10,7,7,7,5,0.1
11,7,7,7,5,0.1
12,7,7,7,5,0.1
13,7,7,7,5,0.1
14,7,7,7,5,0.1
15,7,7,7,5,0.1
16,7,7,7,5,0.1
17,7,7,7,5,0.1
18,7,7,7,5,0.1
19,7,7,7,5,0.1
20,7,7,7,5,0.1
21,7,7,7,5,0.1
22,7,7,7,5,0.1
23,7,7,7,5,0.1
24,7,7,7,5,0.1
25,7,7,7,5,0.1
26,7,7,7,5,0.1
27,7,7,7,5,0.1
28,7,7,7,5,0.1
29,7,7,7,5,0.1

time,ia,ib,ic,PClimit,Tlevel
0,0,0,0,1,0.0
1,0,0,0,1,0.0
2,0,0,0,1,0.0
3,0,0,0,1,0.0
4,0,0,0,1,0.0
5,0,0,0,1,0.0
6,0,0,0,1,0.0
7,0,0,0,1,0.0
8,0,0,0,1,0.0
9,0,0,0,1,0.0
10,0,0,0,1,0.0
11,0,0,0,1,0.0
12,0,0,0,1,0.0
13,0,0,0,1,0.0
14,0,0,0,1,0.0
15,0,0,0,1,0.0
16,0,0,0,1,0.0
17,0,0,0,1,0.0
18,0,0,0,1,0.0
19,0,0,0,1,0.0
20,0,0,0,1,0.0
21,0,0,0,1,0.0
22,0,0,0,1,0.0
23,0,0,0,1,0.0
24,0,0,0,1,0.0
25,0,0,0,1,0.0
26,0,0,0,1,0.0
27,0,0,0,1,0.0
28,0,0,0,1,0.0
29,0,0,0,1,0.0
