time,ia,ib,ic,Tlevel,PClimit,action
0,12.899792742275816,12.813341229803223,12.802845222162686,1.0,2,A1
1,11.549143116441355,11.686386332953287,11.424854044175708,1.0,4,A1
2,14.358992368019955,14.373708632803083,14.542682777591164,1.0,1,A1
3,9.632394071670339,9.290946201898954,9.592809239047499,1.0,5,A1
4,7.707889511566601,8.633111920901793,7.860952055197954,0.9790664951584076,1,A1
5,6.913659916623608,7.318658789197655,7.455948884643613,1.0,5,A1
6,6.418556793527093,6.229559113920633,5.836645958756106,1.0,1,A1
7,15.790994170254518,16.130638335739864,15.891418515299673,1.0,1,A1
8,4.854218441868079,4.73367691990779,4.75219974165866,1.0,3,A1
9,15.70760565336686,15.509477118041888,15.597048976351187,0.7831016513632413,5,A1
10,10.990597721059787,11.056017629329432,11.609782607135209,1.0,5,A1
11,11.83861073360471,12.067995505973709,12.148767212487074,1.0,1,A1
12,12.715070009617119,12.938406255923155,12.556987903880408,1.0,1,A1
13,11.035197679681684,10.354259040904154,10.364200268360168,1.0,5,A1
14,15.240019157815864,15.311444565102498,14.748454715714356,1.0,5,A1
15,5.930563412934539,5.931885816154187,5.869692453964349,0.7366119475680725,2,A1
16,15.6379183871938,15.782129277630354,15.618114429468653,0.6413154951277401,4,A1
17,14.29231498965996,15.075300109219121,14.553658209449338,0.985725321301359,4,A1
18,7.875117628521824,7.87569833328271,7.118467669967431,1.0,1,A1
19,9.495840764982464,9.592616698327756,9.301330150216236,1.0,2,A1
20,6.990970576245754,7.24851512579903,6.601368582915588,1.0,2,A1
21,12.211206748377194,12.184394204194348,12.04391830518887,1.0,1,A1
22,15.422025543288324,15.609641170471743,15.186477498072481,0.5184944717698902,4,A1
23,5.8586487276676,6.177148665256618,5.88962343070158,0.43680561505946813,4,A1
24,2.1107562179801778,2.281814728448135,1.8294917207122108,1.0,3,A1
25,10.73206386177506,10.706710447433089,14.958623028049901,1.0,4,A8
26,9.54451966770182,8.928561130204034,9.24177754537995,0.47805989149214634,4,A10
27,6.005203203891794,4.727671730942367,5.4374827276326965,1.0,2,A9
28,6.745310351292176,5.957618804942683,6.393283057762698,0.7430498352395857,2,A9
29,8.660239178598907,8.919168795669268,9.32564135823511,0.841694416503703,2,A2
30,0.3432048954920642,2.461720129699072,0.4551550528762216,1.0,3,A13
