time,x,y,action
0.0,-5.666980218509453,-6.0,A1
2.0,2.003234737402991,-4.201470840599309,A1
4.0,4.156255114930399,5.489964109165644,A1
4.1,4.741098103607719,5.78415291870081,A6
16.0,-0.32632621568065334,2.019330286896683,A6
28.0,-3.449788546062832,-3.0384297830033855,A6
28.1,-5.9543585232378735,-3.5225177415347724,A11
48.5,3.2852208878780473,2.7928576005857177,A11
69.0,-4.9514183794204305,-4.926860943309686,A11
69.1,-5.1907201993342404,1.6468228131861702,A4
71.0,-1.3239546422261927,-6.0,A4
73.0,2.4219934832336882,-0.05166497252546742,A4
73.1,2.3562989343449896,-4.967580952264085,A5
77.5,-1.009540060964715,-1.1636257831033525,A5
82.0,-4.962836427134544,2.885934695541076,A5
82.1,-5.179144719608031,3.6371134832963143,A15
88.5,-5.405915810505559,4.994208829174211,A15
95.0,-2.49961725860291,-0.4237362966539653,A15
95.1,0.6668220753678991,2.232319352651432,A16
97.5,-5.511957485046653,-5.99683095899967,A16
100.0,0.6464438449199023,0.1456810153465291,A16
