time,xin,TL,BL,reset,ic,T,action
0.0,0.8146331215116458,-7.458149158297621,5.866536405353049,0,-6.449467146897141,0.1,A20
6.5,-0.3383511491422737,-7.458149158297621,5.866536405353049,0,-6.449467146897141,0.1,A20
13.0,1.0,-7.458149158297621,5.866536405353049,0,-6.449467146897141,0.1,A20
13.01,0.7193158825815813,9.412167150667141,0.42432394893691594,1,-5.540239721893125,0.1,A6
14.0,-0.7539289255889432,9.412167150667141,0.42432394893691594,1,-5.540239721893125,0.1,A6
15.0,-0.9465533878574452,9.412167150667141,0.42432394893691594,1,-5.540239721893125,0.1,A6
15.01,-0.9015897814978111,2.5113242264903253,0.06006684098414716,0,-4.2515679659974115,0.1,A17
16.0,-0.5069993240762112,2.5113242264903253,0.06006684098414716,0,-4.2515679659974115,0.1,A17
17.0,0.9266902844909533,2.5113242264903253,0.06006684098414716,0,-4.2515679659974115,0.1,A17
17.01,0.39120411526470344,2.8669452253093137,8.800804638517665,0,-6.0395921300747135,0.1,A18
17.5,0.3553056489321924,2.8669452253093137,8.800804638517665,0,-6.0395921300747135,0.1,A18
18.0,-0.7297886631303316,2.8669452253093137,8.800804638517665,0,-6.0395921300747135,0.1,A18
18.01,-0.45532359364245734,7.921158308206586,6.316899956834085,1,9.838372940837175,0.1,A11
18.5,0.5823026156988993,7.921158308206586,6.316899956834085,1,9.838372940837175,0.1,A11
19.0,-0.6659618808598806,7.921158308206586,6.316899956834085,1,9.838372940837175,0.1,A11
19.01,0.3912192411196893,-5.51942594154742,1.6893730166269734,0,9.552761278397615,0.1,A18
19.5,0.17278202650299734,-5.51942594154742,1.6893730166269734,0,9.552761278397615,0.1,A18
20.0,-0.5836536507690016,-5.51942594154742,1.6893730166269734,0,9.552761278397615,0.1,A18
