time,x,y,action
0.0,1.0638351153073196,-0.6557290124550716,A15
44.5,1.081168079812945,1.3883506318921022,A15
89.0,1.5231453320914818,-2.0,A15
89.01,0.5007779260083982,1.2437447327436089,A16
90.0,0.013338560850477688,1.3630037788899023,A16
91.0,-0.3455484417916477,1.6722662310747105,A16
91.01,-1.0182123249504427,-1.0502010690230832,A12
91.5,-1.6658734402573518,-1.1709115933299432,A12
92.0,-2.0,-1.1523578771431695,A12
92.01,-2.0,-1.8588186264855793,A14
92.5,-1.1538587573245853,-1.2042374802161484,A14
93.0,-1.031469291027466,-1.371348162072902,A14
93.01,-1.0361411322226348,-1.3536315589440249,A5
93.5,-1.6480371164395997,-2.0,A5
94.0,-1.9608211783771385,-2.0,A5
94.01,2.0,1.430100677137888,A6
94.5,0.8927539532198563,0.20079049003118765,A6
95.0,-1.7068470067827382,-1.3370963065678314,A6
95.01,-1.0608063346726109,-1.7593683424808928,A10
95.5,-1.497064921166697,-2.0,A10
96.0,-1.4427481340778714,-1.38680723518104,A10
96.01,1.5598919461458647,1.6142120655612584,A6
96.5,-0.42181253629507864,0.5021230146060389,A6
97.0,-1.3350255564795508,-1.4986474343395133,A6
97.01,1.1112018249844622,1.1447407346871996,A1
97.5,1.1409321237028407,1.8201116199387986,A1
98.0,2.0,1.8548387402197428,A1
98.01,1.6996022323575448,1.678847994917919,A11
98.5,1.220993339998762,1.128789044057252,A11
99.0,1.081668662252993,1.0030963077320116,A11
99.01,1.5934035745592696,1.7798594699129362,A16
99.5,0.15762144206732587,1.975793984514615,A16
100.0,-1.0128766601427386,2.0,A16
