time,x,y,action
0.0,-1.872697862816926,-1.0011834859738593,A12
25.5,-2.0,-1.850410050136161,A12
51.0,-2.0,-2.0,A12
51.01,-1.7358705437720072,-1.916473218892921,A14
62.5,-1.1127015295982692,-1.7289191857293456,A14
74.0,-1.6769884846796814,-1.5972603980132605,A14
74.01,1.008795370905593,-1.3874990697754193,A15
78.0,1.020755648838512,1.2998563498916518,A15
82.0,1.276224930036956,-1.0271927216284444,A15
82.01,1.1495898512913474,1.0382241339235465,A16
83.0,0.6276778720071312,1.1768284288761088,A16
84.0,-0.8768052595787945,1.6229897638868873,A16
84.01,1.1622813580065552,1.091488981667865,A1
87.0,1.5939954169553072,1.393133545106557,A1
90.0,2.0,2.0,A1
90.01,-1.046737543387096,-1.4494935188522513,A3
90.5,0.9619487723235269,-0.0331921425034824,A3
91.0,1.7674589884545373,1.3121219219519542,A3
91.01,1.1388403233031335,1.5571648146341048,A7
91.5,1.2253877973473748,2.0,A7
92.0,1.0925737994052271,1.4028360376963231,A7
92.01,1.246575355611916,2.0,A6
92.5,-0.45045599584834667,-0.7015257069266299,A6
93.0,-1.56236082090052,-2.0,A6
93.01,1.1528344841466855,1.5061180448193223,A1
93.5,1.640304557078673,1.7802233078643273,A1
94.0,2.0,2.0,A1
94.01,2.0,1.9594269512216225,A11
94.5,1.594300790194096,1.529768153474198,A11
95.0,1.6814936602079436,1.6267627195566305,A11
95.01,1.5564899977025863,1.6898594634877484,A16
95.5,-0.2912941324691064,2.0,A16
96.0,-1.1189093470120204,2.0,A16
96.01,-2.0,-1.4810441714969091,A2
96.5,-1.32166081183594,-1.3804188200123353,A2
97.0,-1.2743590332842447,-1.0796018912102514,A2
97.01,1.7805357457214832,2.0,A9
97.5,1.2677216848274442,1.5544510916756646,A9
98.0,2.0,1.822853781788321,A9
98.01,-1.0070754237298076,-1.0074465999971034,A12
98.5,-1.229610931875885,-1.9665709922624275,A12
99.0,-1.792831636029972,-2.0,A12
99.01,1.2133732859494581,-1.764177401281453,A15
99.5,1.4384190809510882,-1.3588484972156585,A15
100.0,1.9005520426747062,-1.995111134692856,A15
