time,x,y,action
0.0,2.0,1.1302015790763282,A4
34.0,1.6925678871337717,1.0883935187586335,A4
68.0,1.141389887860837,1.0483336669819998,A4
68.01,-2.0,-1.8876269197983628,A2
77.5,-1.3841034208271408,-1.349584333273784,A2
87.0,-1.1734285877963702,-1.0047446826132247,A2
87.01,1.5402010756731195,1.1680918311011625,A6
91.5,0.08658074733816923,-0.4733268923432936,A6
96.0,-1.2401967640019635,-1.8709601091452965,A6
96.01,1.2753544209035752,1.9207208556950657,A6
96.5,-0.38938693676063485,-0.295076333869408,A6
97.0,-1.3872306617383776,-2.0,A6
97.01,1.078597029331178,1.0816570437813975,A1
97.5,1.2756049632002389,2.0,A1
98.0,1.2756087979481645,2.0,A1
98.01,2.0,2.0,A11
98.5,2.0,1.4785340040125576,A11
99.0,1.2881424237528165,1.7750364663106268,A11
99.01,0.6166800801057843,1.1776765036388077,A16
99.5,-0.028277928063493274,1.2305279271922007,A16
100.0,-0.17471232621874055,1.8598059757783334,A16
