time,xin,TL,BL,reset,ic,T,action
0.0,0.17661440620940705,5.92175836529753,-2.384578503217888,1,5.401502312243576,0.1,A4
5.5,-0.6883334171324746,5.92175836529753,-2.384578503217888,1,5.401502312243576,0.1,A4
11.0,1.0,5.92175836529753,-2.384578503217888,1,5.401502312243576,0.1,A4
11.01,-0.4032672759309417,-0.5696683346788447,8.257718247802373,0,-0.11472025325972801,0.1,A19
12.0,0.9956409076188102,-0.5696683346788447,8.257718247802373,0,-0.11472025325972801,0.1,A19
13.0,0.5617912960808962,-0.5696683346788447,8.257718247802373,0,-0.11472025325972801,0.1,A19
13.01,0.1968116302691516,-2.5392351632411403,2.0613593197925475,1,9.716065108794844,0.1,A14
14.0,-0.5360878705526271,-2.5392351632411403,2.0613593197925475,1,9.716065108794844,0.1,A14
15.0,-0.567399000875821,-2.5392351632411403,2.0613593197925475,1,9.716065108794844,0.1,A14
15.01,-0.3131670955634338,2.5400560423542733,6.797713704039705,0,3.0873688627806715,0.1,A19
15.5,0.7693153463556188,2.5400560423542733,6.797713704039705,0,3.0873688627806715,0.1,A19
16.0,-0.8558604013381919,2.5400560423542733,6.797713704039705,0,3.0873688627806715,0.1,A19
16.01,0.41806290990663797,1.5256381390039113,-6.135137629579798,0,5.308309340652514,0.1,A20
16.5,-0.8743091320441247,1.5256381390039113,-6.135137629579798,0,5.308309340652514,0.1,A20
17.0,0.07244665715127852,1.5256381390039113,-6.135137629579798,0,5.308309340652514,0.1,A20
17.01,-0.5190305796260313,-9.467042532663193,-7.147181942146519,0,-4.754948556663896,0.1,A19
17.5,0.28791338995917326,-9.467042532663193,-7.147181942146519,0,-4.754948556663896,0.1,A19
18.0,-0.6804980710881148,-9.467042532663193,-7.147181942146519,0,-4.754948556663896,0.1,A19
18.01,-0.5801625386824856,5.266353069093864,-7.987717615445497,1,-0.4873440112742884,0.1,A1
18.5,-0.16365965619780565,5.266353069093864,-7.987717615445497,1,-0.4873440112742884,0.1,A1
19.0,0.38231524647872006,5.266353069093864,-7.987717615445497,1,-0.4873440112742884,0.1,A1
19.01,0.8805029124244734,-2.11984160233299,7.4584995299775105,0,2.229807230934451,0.1,A20
19.5,-0.4519125162771791,-2.11984160233299,7.4584995299775105,0,2.229807230934451,0.1,A20
20.0,0.2994133704802959,-2.11984160233299,7.4584995299775105,0,2.229807230934451,0.1,A20
