time,ia,ib,ic,Tlevel,PClimit,action
0,7.236352009935258,7.5292493059926615,8.521140105868776,1.0,5,A3
1,10.51294428658134,10.516872113770381,8.559277741057036,0.7219691664672335,5,A8
2,0.4316138350752263,0.2797736703626622,10.632531369561967,1.0,3,A8
3,6.448652961187989,6.480430847032879,2.1651974236327365,0.7769766014779927,2,A8
4,8.1412567128465,8.012137266843757,19.160351862965218,1.0,5,A8
5,18.583464118195938,18.5130882290219,16.47210825180177,1.0,1,A8
6,17.04584749220057,17.016587752993743,13.620968078956734,1.0,4,A8
7,8.00440927413263,7.811755664790978,17.135320454129694,1.0,2,A8
8,6.492468973613807,6.727348699207429,2.844177525445837,0.9465215573862057,5,A8
9,9.360618789064839,9.371951601169496,7.162285909865352,1.0,4,A8
10,15.91963324692445,15.858595183345058,2.41155681465389,1.0,2,A8
11,10.95860652763158,11.199335959194412,4.794992845365251,1.0,3,A8
12,14.191615282594075,14.315370583062093,18.523324807239284,1.0,1,A8
13,3.0369509133643824,2.9522876334052772,17.007667240151264,0.8001851115426558,3,A8
14,5.733701652246883,6.431509373961299,1.0576094332662533,1.0,3,A8
15,5.38169664225837,5.523808624233104,8.918074291095795,0.9243414033224723,2,A8
16,4.632242924780949,4.699417693513867,11.747002314162033,1.0,3,A8
17,11.117613878021125,11.02577702633896,17.392002015159125,1.0,2,A8
18,2.4705738377254405,2.5786012692057794,0.0,1.0,5,A8
19,9.737891196122778,9.406569722634838,1.2298433333759684,1.0,4,A8
20,16.313601339155944,16.33584589643908,11.949598925041462,1.0,4,A8
21,15.605914359740376,15.136860181635738,13.631206970989684,0.9243166683693559,2,A8
22,4.684471940658279,4.851093909873107,9.880331063616064,1.0,3,A8
23,7.36608216056189,7.539870511810642,15.724813213712128,1.0,1,A8
24,0.048910824599026625,0.7954456267883114,4.0313889042561595,0.6655010262110704,2,A15
25,12.887624585360463,14.738053873222487,11.865358527417946,0.6513920387587746,5,A15
26,14.431721465594219,12.24342540737886,12.534815880008894,1.0,3,A12
27,0.3307152138693059,18.036614517902443,17.847294725928645,1.0,3,A12
28,9.657439988190674,10.468417945179084,11.065978968214269,1.0,1,A3
29,4.373901764852457,18.84841944656352,18.880794780159267,1.0,1,A12
30,1.3478367715846766,10.748462298208349,1.2863651211554616,0.9628955013051969,4,A13
