time,ia,ib,ic,Tlevel,PClimit,action
0,9.322906276928745,10.147363629720086,10.25556325966228,1.0,2,A2
1,11.616828266462239,11.702961257011175,11.024662260651128,1.0,5,A2
2,11.547272600077939,11.13626005267484,11.736208098645657,0.8805873121918535,2,A2
3,3.598143771864557,6.0878084681141305,6.21805935395924,0.9380138152228855,2,A12
4,15.916490588644574,5.71886766833356,5.575405512217677,1.0,4,A12
5,14.165308304452493,7.728338123389287,7.664823302914861,0.7748950181302672,1,A12
6,5.709459987304535,3.6991061473711206,3.9434907491179327,1.0,3,A12
7,18.4072263881902,13.580999429429017,13.463740372711888,1.0,1,A12
8,1.3233667703946494,5.121581209781905,5.113241225663542,0.9034955853850484,5,A12
9,5.086749592948133,16.316770535358295,16.353329420406773,0.7331918184610037,4,A12
10,2.6014766505488462,4.80524665306368,4.8588659961145115,1.0,5,A12
11,7.386202846041938,16.732131375143137,16.790616568522715,1.0,1,A12
12,16.23823776189857,16.525709890696813,15.926763712276928,0.5880191673414696,3,A5
13,9.548303349607343,9.991772965797525,8.719129293467876,1.0,2,A5
14,1.2204825497611742,1.03705483648024,1.426084712792055,0.27205637227303336,4,A5
15,0.0,0.0,0.0,0.0,4,A5
16,5.746630163859904,6.424233855578182,4.987829954897556,1.0,3,A5
17,13.452106511826518,13.768081170667855,12.944770405203466,0.788357106241363,4,A5
18,10.262740614424708,9.359061385411543,10.484876918670494,1.0,5,A5
19,6.169253788120347,5.426078963306818,6.971380187846194,0.9196088519250464,1,A5
20,12.287961496201628,13.139219398195058,11.563122313912551,1.0,1,A5
21,7.630719245696809,8.059478064565138,7.232314748676895,0.7908958187829869,4,A5
22,8.152934362805059,9.167969570548637,8.302339431504945,1.0,4,A9
23,11.881081370546836,19.428079052863744,19.658622114005382,1.0,1,A12
24,17.798865392250384,8.745837554777152,8.796929489366095,0.4684719945688468,3,A12
25,14.59875601890998,7.946671481718739,8.555283742008585,0.8893878176787225,3,A12
26,15.030689286426222,3.6161079173364796,3.5638054434912356,1.0,3,A12
27,2.5775553432821896,7.158685538682521,7.364943157993665,0.4130597034122776,5,A12
28,17.656862272590914,0.8269018346684343,0.5956521664351602,1.0,2,A11
29,17.847743030227406,14.243453639169859,14.27024627018848,1.0,3,A11
30,12.861771506708784,10.002365117955843,9.93056335631472,1.0,1,A11
