time,x,y,action
0.0,1.6095118296569688,1.0187974657949643,A1
32.5,1.6365563595003003,1.0815082620387735,A1
65.0,1.853300264625732,2.0,A1
65.01,-1.9643684981966545,-1.9444326937953809,A3
67.5,-0.21264755161722038,-0.11491240025464089,A3
70.0,1.4874090348032047,1.3451518163207519,A3
70.01,1.0538628051983285,1.14338627088552,A7
80.5,2.0,2.0,A7
91.0,2.0,1.566787523929242,A7
91.01,2.0,1.574136078256867,A4
91.5,2.0,1.3622372253533113,A4
92.0,2.0,1.114722448778065,A4
92.01,-2.0,-2.0,A2
94.5,-1.9174736571184205,-1.6743788354462155,A2
97.0,-1.4851035486179418,-1.0095476126672107,A2
97.01,1.986262070018479,1.2374451026217992,A6
97.5,1.0377475413351194,0.9290771011020471,A6
98.0,-0.9972623057359904,-0.654934731718086,A6
98.01,-1.435334183731669,-1.9178372972115532,A8
98.5,-1.2045425510357468,-1.5212953237241895,A8
99.0,-2.0,-2.0,A8
99.01,-1.4638756514062474,-1.2675681180143439,A10
99.5,-2.0,-2.0,A10
100.0,-2.0,-2.0,A10
