time,x,y,action
0.0,-1.2361706229359335,-1.1685697472623109,A12
6.0,-2.0,-2.0,A12
12.0,-2.0,-1.940901105803849,A12
12.01,-1.7512042284352827,-1.9547215997138148,A14
48.0,-1.0456323837451031,-1.0065264093715003,A14
84.0,-1.1773748536486437,-1.501311773796115,A14
84.01,-1.5200603739539749,-1.2083778368461247,A5
88.5,-1.7420667462888337,-1.2253619609464286,A5
93.0,-1.9004893247911088,-1.6246476093448994,A5
93.01,2.0,1.4684928449518457,A6
94.0,-0.058233196035167634,0.19575421914516777,A6
95.0,-1.8170836634772694,-1.0615941665633895,A6
95.01,-1.6401795353747515,-1.2823826851592957,A10
97.5,-1.7366191530584987,-2.0,A10
100.0,-1.5021375965389994,-2.0,A10
