time,x,y,action
0.0,1.3101444377922946,1.6232979468078867,A7
39.0,1.8182026605619783,2.0,A7
78.0,1.5289748769084401,1.6083169499820662,A7
78.01,-1.6168991121021365,-1.691151320687747,A3
78.5,-1.1421343041212801,-0.8703492694908306,A3
79.0,0.45480500264258666,0.9143757168594437,A3
79.01,2.0,2.0,A4
79.5,2.0,2.0,A4
80.0,2.0,1.234967662302723,A4
80.01,1.2951602666075543,1.2894234451808386,A13
83.5,2.0,1.8985031342494145,A13
87.0,1.6318164428259898,1.400855208187648,A13
87.01,-2.0,-1.6948288693091949,A2
87.5,-1.409466949631257,-1.347791931653171,A2
88.0,-1.0737213361746774,-1.1253487223729668,A2
88.01,1.2317478052004187,1.3176068167446373,A9
88.5,1.075807387046992,1.0345077326560674,A9
89.0,1.475558750653244,1.1448699704556757,A9
89.01,-2.0,-1.0153993860625965,A12
89.5,-2.0,-1.5610374015691826,A12
90.0,-2.0,-1.0325682668047547,A12
90.01,1.066318328030802,-0.8987563569079386,A15
90.5,1.1818137112499159,0.30926410172098073,A15
91.0,2.0,-2.0,A15
91.01,1.7184891659379795,1.9929201163543626,A6
91.5,-0.2746960952917883,1.4186659369301928,A6
92.0,-0.7676104368796475,-0.6903088524312904,A6
92.01,1.2339366139862653,1.233279563996208,A1
92.5,1.3628300712422075,1.5571568050522453,A1
93.0,1.9381227227239455,1.6801796319842186,A1
93.01,1.9143943854435643,2.0,A11
93.5,1.4421712324739675,1.3664494063115549,A11
94.0,1.1344499732817304,1.6127734791202455,A11
94.01,0.524332241949556,2.0,A16
94.5,0.08680340749938509,2.0,A16
95.0,-0.7010013528772769,2.0,A16
95.01,-1.0263339781143554,-1.5455607314669093,A12
95.5,-1.9357367445943507,-2.0,A12
96.0,-1.2734123496118823,-2.0,A12
96.01,-1.4445498076770475,-1.5087348193729653,A14
96.5,-1.353559907586664,-1.2438387685740657,A14
97.0,-1.211690613660832,-1.3557506021241479,A14
97.01,2.0,2.0,A4
97.5,1.738857068402018,1.557908549400259,A4
98.0,1.226794519882006,1.0381896913869366,A4
98.01,-1.9577628325889707,-1.9476811164654246,A2
98.5,-1.8913426595350895,-1.471429442361456,A2
99.0,-1.8521852776171324,-1.439288387126549,A2
99.01,1.13779779126869,1.7461561184761103,A6
99.5,-0.08242575790479201,-0.2131041764419428,A6
100.0,-1.755104462074354,-1.5610426951638638,A6
