time,x,y,action
0.0,-5.198023443657565,5.479541663741504,A2
35.0,-1.9061596140891552,1.718844325371208,A2
70.0,-0.7458154103335843,-3.7348965239203222,A2
70.1,2.387744571938894,-3.7783617881364475,A7
73.5,-1.852892465593772,3.3143897134789846,A7
77.0,-6.0,-4.7224215994773395,A7
77.1,-4.333422434233237,5.672943304118796,A12
81.5,4.501656749941408,-5.228995924310584,A12
86.0,-5.626797809159553,4.985136915764668,A12
86.1,0.12612215983167196,-5.771401645367458,A13
87.5,-5.121684731730531,0.6859906539356917,A13
89.0,5.378752832808816,5.807780038698148,A13
89.1,-0.02097849798043183,2.958212253055079,A14
89.5,-5.012945600225008,0.6526877466663716,A14
90.0,5.014493639949858,-5.847269026818193,A14
90.1,-4.208552876872073,-4.940746586863424,A9
91.0,1.684599213253037,-1.4912218275346945,A9
92.0,-5.316951803944139,4.063723925160204,A9
92.1,-2.761933771698314,5.638503616969249,A10
93.0,3.098974657997024,1.1745323495579196,A10
94.0,-4.88890254991039,-2.977764925917784,A10
94.1,-4.372232815869534,-5.101926810851738,A11
95.0,3.9807870909856007,5.990330015582289,A11
96.0,-5.08482971444,-2.595024765531467,A11
96.1,1.349726481611886,5.425169769659185,A6
96.5,-2.8609444758112543,3.260860636513719,A6
97.0,-4.72708083532509,-5.708370782875043,A6
97.1,-5.270062321445703,-4.364983614491512,A1
97.5,0.23213223285258078,-1.4789266355501764,A1
98.0,5.453170686271786,2.7024083043623097,A1
98.1,3.549403388826722,2.102961902385573,A6
98.5,1.2010094087301546,-0.05281962059548384,A6
99.0,-3.253656187387753,-0.39683820021527083,A6
99.1,-4.025054893223206,1.637297999737502,A11
99.5,2.457015341806383,5.903831791709461,A11
100.0,-1.9811570995836183,-1.17711146486484,A11
