time,ia,ib,ic,PClimit,Tlevel
0,3,7,11,5,0.7
1,3,7,11,5,0.7
2,3,7,11,5,0.7
3,3,7,11,5,0.7
4,3,7,11,5,0.7
5,3,7,11,5,0.7
6,3,7,11,5,0.7
7,3,7,11,5,0.7
8,3,7,11,5,0.7
9,3,7,11,5,0.7
10,3,7,11,5,0.7
11,3,7,11,5,0.7
12,3,7,11,5,0.7
13,3,7,11,5,0.7
14,3,7,11,5,0.7
15,3,7,11,5,0.7
16,3,7,11,5,0.7
17,3,7,11,5,0.7
18,3,7,11,5,0.7
19,3,7,11,5,0.7
20,3,7,11,5,0.7
21,3,7,11,5,0.7
22,3,7,11,5,0.7
23,3,7,11,5,0.7
24,3,7,11,5,0.7
25,3,7,11,5,0.7
26,3,7,11,5,0.7
27,3,7,11,5,0.7
28,3,7,11,5,0.7
29,3,7,11,5,0.7
30,3,7,11,5,0.7



