time,ia,ib,ic,Tlevel,PClimit,action
0,16.344445386193602,4.970229079949931,4.951551053534677,1.0,1,A11
1,14.486142058940404,8.50110743659821,8.489781385824124,1.0,5,A11
2,5.24253204415694,11.114182232587213,11.325144181445975,0.9573260260712914,4,A11
3,16.34370694906188,4.5819040184746695,4.597247137849183,0.1310986481444526,4,A11
4,10.531377723389745,7.633695195624601,7.381615189538242,1.0,1,A11
5,4.64868199233628,16.95527538553607,16.849263964781038,0.99852383571489,4,A11
6,9.239441832484559,13.780344882026403,13.661168008191387,1.0,1,A12
7,6.485456976746391,17.000840840613677,6.657268067937123,1.0,2,A13
8,13.530576437536393,9.583844525060814,13.79754472180437,1.0,5,A13
9,9.92292239518415,3.5792212017830147,10.22163390680415,1.0,3,A13
10,12.541954670193299,16.287979993389815,12.76132557587027,0.9087853749952012,2,A13
11,13.88473627499329,16.303673274863403,13.788998313538732,0.807993965222646,1,A13
12,2.1514114074407176,2.0054774408817244,2.6591302981157705,1.0,3,A1
13,5.168506227286166,5.508094036027494,5.259138631275779,1.0,5,A1
14,10.109903182334111,10.504423876212392,10.443778178420466,0.7147961423809639,1,A1
15,6.284249456704599,6.0098658025173055,6.584659941668569,1.0,3,A1
16,14.792118655246515,14.965652820892588,14.690035206234475,1.0,2,A1
17,12.291580453434051,12.04580668679101,11.75289452944941,1.0,4,A1
18,13.150346141297518,3.866490061410792,3.85770916119905,0.7167413270186156,3,A12
19,18.981483060946257,8.886416028360193,9.025845967655663,1.0,5,A12
20,17.048300264211594,6.3894279229766715,6.238800220471363,1.0,2,A12
21,12.688227295406074,4.088262284645971,4.114237136719888,1.0,1,A12
22,15.185598018892374,7.191992940319383,7.26172768769356,0.987024468436556,2,A12
23,10.642250460123408,9.922481864977746,9.253807202676645,1.0,3,A3
24,9.716946019583464,0.5951793435481845,18.86945849759834,0.0,4,A15
25,11.404397176073868,11.074123515572486,5.1442002482339095,1.0,2,A8
26,13.343359509985168,12.534317606953866,12.729545248776367,0.658918630303154,5,A9
27,7.7370671204467545,9.105715944363522,8.54051054363462,1.0,3,A9
28,13.417043674718009,13.402289468645389,8.594326575389893,1.0,5,A7
29,17.2140700649496,17.266102700561774,2.0014763175487116,1.0,4,A8
30,3.336094043934514,3.94108891779017,2.437805452377846,1.0,5,A5
