time,ia,ib,ic,Tlevel,PClimit,action
0,11.867537835727545,11.751471480726916,11.856611095843158,1.0,2,A1
1,4.972335957063276,5.087503266859498,4.769396218939004,0.9456250570718664,1,A1
2,13.762732961460536,13.660616392994285,13.792293463103494,1.0,4,A1
3,1.7179451789684075,1.68975683523226,1.700384740455711,0.9624702798212785,2,A1
4,14.242344077060315,13.728037562206126,13.71930943263773,1.0,3,A1
5,10.399892874017189,10.37456723177754,9.699532117814115,1.0,3,A1
6,6.065723385145971,5.978888392318047,6.034837142973839,1.0,2,A1
7,8.918316597169484,8.79613530234023,9.03602293865331,0.7898902558336117,3,A1
8,9.728506395738188,9.795828507140808,9.748758619500185,1.0,2,A1
9,13.49998883303133,13.073453080234305,13.361621282223458,0.9636473818461044,4,A1
10,6.022716160948778,14.040664979122589,13.996932312362267,1.0,1,A12
11,5.128425537732144,19.69154711816192,19.792757003231458,1.0,5,A12
12,13.258235752699058,10.241495883395103,10.229703155483318,1.0,1,A12
13,15.17262653629506,7.471920658047915,7.425765501736814,1.0,4,A12
14,11.577035535695364,10.862959591976091,10.49574397101235,0.9876271248280738,1,A3
15,14.399397660934362,14.75330433528068,15.46389769969934,1.0,5,A3
16,5.6999785841349215,5.037948207081349,4.776297538144984,0.8496886322622565,2,A3
17,9.024788494186641,9.682670439348556,10.189577184408103,0.681663818258745,4,A3
18,4.396278856924943,4.01033528181836,3.1360147297559884,1.0,4,A3
19,1.8515073877458454,1.2993147417159978,0.680021838769616,0.8774866200594242,3,A3
20,3.792101452508721,4.676652706351289,5.111058758923793,1.0,5,A3
21,9.419136463535128,8.72456246398291,8.12581061322057,1.0,4,A3
22,4.614662755778667,5.154291526487149,5.548030163046441,0.5703292652454821,4,A3
23,4.894917406331207,4.209105788388313,3.85732077736842,0.9267941636646212,5,A3
24,8.387571571077856,7.461667430419953,6.5761982604412825,0.9848573169849135,2,A3
25,0.7764361429630976,0.8430295026735971,1.4100555320286423,1.0,1,A2
26,19.66767883154217,19.574880300012975,2.1799293846339176,1.0,2,A8
27,14.577796817338577,15.271545098738233,13.952582856262753,1.0,1,A5
28,16.839967400235402,1.2416574438039851,0.9922847571867077,1.0,1,A11
29,15.972647284917104,13.778770953025475,13.773354231018933,1.0,4,A12
30,10.360641831666616,14.470441957041748,10.160523020422325,0.8828677742016624,1,A13
