time,xin,TL,BL,reset,ic,T,action
0.0,0.5016143201181478,7.744677759349422,-4.7785715927413115,1,-6.061656113558587,0.1,A6
1.5,0.11794203077215959,7.744677759349422,-4.7785715927413115,1,-6.061656113558587,0.1,A6
3.0,-1.0,7.744677759349422,-4.7785715927413115,1,-6.061656113558587,0.1,A6
3.01,-0.1547551783250889,-2.1925312269416652,3.388603068581837,0,9.668520870757462,0.1,A19
7.0,0.8121154290864236,-2.1925312269416652,3.388603068581837,0,9.668520870757462,0.1,A19
11.0,-0.6566014538852321,-2.1925312269416652,3.388603068581837,0,9.668520870757462,0.1,A19
11.01,-0.35862063729508087,-2.117470810804596,-7.727113380328667,0,-2.6208436553053938,0.1,A20
12.5,-1.0,-2.117470810804596,-7.727113380328667,0,-2.6208436553053938,0.1,A20
14.0,0.22410518849990124,-2.117470810804596,-7.727113380328667,0,-2.6208436553053938,0.1,A20
14.01,-0.5934032680805608,4.068940260090814,1.4110322372154531,1,-2.5196716115938274,0.1,A7
17.0,0.980123537982218,4.068940260090814,1.4110322372154531,1,-2.5196716115938274,0.1,A7
20.0,-1.0,4.068940260090814,1.4110322372154531,1,-2.5196716115938274,0.1,A7
