time,xin,TL,BL,reset,ic,T,action
0.0,0.812400150940267,1.1921822409335796,-3.2919685357043686,1,8.66891870855352,0.1,A12
2.5,-0.7723554631870317,1.1921822409335796,-3.2919685357043686,1,8.66891870855352,0.1,A12
5.0,-0.6817681562998481,1.1921822409335796,-3.2919685357043686,1,8.66891870855352,0.1,A12
5.01,-0.3757725765257689,9.058844250256772,4.8244694966636885,0,-0.9919098342175943,0.1,A17
6.5,-0.0038746377130258747,9.058844250256772,4.8244694966636885,0,-0.9919098342175943,0.1,A17
8.0,0.8875939378234785,9.058844250256772,4.8244694966636885,0,-0.9919098342175943,0.1,A17
8.01,0.13395855225866526,4.02148633394815,3.4902193493761935,1,-2.7066371705485377,0.1,A6
10.5,-0.13231257114653983,4.02148633394815,3.4902193493761935,1,-2.7066371705485377,0.1,A6
13.0,-0.68192169103953,4.02148633394815,3.4902193493761935,1,-2.7066371705485377,0.1,A6
13.01,-0.32790641771405227,1.6298844352251294,-8.75021685869384,0,-8.572523823296152,0.1,A19
15.0,0.5954937055085252,1.6298844352251294,-8.75021685869384,0,-8.572523823296152,0.1,A19
17.0,-0.7692349157719374,1.6298844352251294,-8.75021685869384,0,-8.572523823296152,0.1,A19
17.01,0.7687888833600396,1.0277715948001975,1.9125776196203716,1,-7.4024390252593415,0.1,A15
17.5,0.9413934452527737,1.0277715948001975,1.9125776196203716,1,-7.4024390252593415,0.1,A15
18.0,-0.3998608320295005,1.0277715948001975,1.9125776196203716,1,-7.4024390252593415,0.1,A15
18.01,-0.11571969770153889,-8.33198406188651,-4.680517969503864,0,-5.384712478323537,0.1,A18
19.0,-0.2560818973252543,-8.33198406188651,-4.680517969503864,0,-5.384712478323537,0.1,A18
20.0,-0.9867319406335624,-8.33198406188651,-4.680517969503864,0,-5.384712478323537,0.1,A18
