time,ia,ib,ic,Tlevel,PClimit,action
0,17.06431852666592,15.050168020172148,15.088854766575416,1.0,4,A12
1,2.192517538818699,1.3974820181648968,2.806454302529821,1.0,4,A5
2,4.315947935878606,3.8923210773878125,4.947334262873191,0.8531947497534884,5,A5
3,11.50545438675627,11.810266061792433,11.05193954373339,0.5572108897105325,5,A5
4,5.523546377080843,6.448292329436479,5.2622566421246075,1.0,1,A5
5,10.528062526000234,10.292488598475199,11.284603814488676,0.8785941278004812,2,A5
6,4.843597472934711,4.49591259798664,5.086124260258174,0.45922144965864253,5,A5
7,4.646329007592493,4.078137048011302,5.20531153028152,0.7776583048006331,3,A5
8,3.816814631659357,3.069985690376922,4.278250781185376,0.8307050053334745,4,A5
9,10.165190066140806,10.882974623647703,9.596414609449077,0.8836229626614328,5,A5
10,7.205264429566003,6.6093975716594064,8.004167664585687,0.8668902381870747,5,A5
11,15.186391888868961,14.824767345035564,15.898045635541163,0.8952963509299774,1,A5
12,12.294805183227048,12.732797219723999,11.668127491427093,0.8732841360952086,5,A5
13,7.83682577212002,7.0257586361197735,8.74134166286021,1.0,2,A5
14,7.7032277168780965,8.40155383418995,7.1727948304399565,0.8415372666279209,4,A5
15,13.229475307307075,12.347269842906565,13.689771924585072,1.0,5,A5
16,4.073135143462297,3.7818576623831235,4.598442649468262,0.7869981291459052,5,A5
17,15.355658300139375,15.572099599396429,14.78592765860089,0.6363535380038297,4,A5
18,16.899470916767914,16.37387586421964,17.706774714402783,1.0,4,A5
19,4.786981867674407,4.297016976050135,5.585383739813943,1.0,3,A5
20,11.711246108170965,10.995137097959448,12.55789085420637,0.9692420320928641,1,A5
21,15.261452062496156,15.150676793284468,15.494916928265393,0.2789915305469704,5,A5
22,16.13345967388619,16.672971732085237,15.792252406142026,0.7573749137821587,1,A5
23,7.764313871488408,7.446804154166437,8.43624185540288,0.8650930323014239,5,A5
24,17.30097192429012,18.00167977646838,16.66850816919738,1.0,4,A5
25,13.94025258079979,13.622008815312554,14.274423602044843,0.5249040634194643,3,A5
26,13.69664114466254,9.086547017874352,13.714324448406636,1.0,5,A14
27,10.923185842471138,16.87825311685324,11.025019267302971,1.0,2,A14
28,15.195153177117298,16.794376011380802,14.891244878163334,0.7989672752938615,1,A14
29,1.99161715859826,1.4174912660722732,1.1042788849939738,0.736151379732666,4,A3
30,10.313340857872017,9.494794544925064,8.9595099801284,1.0,4,A3
