time,x,y,action
0.0,-4.639520082152213,-4.1393294663183475,A1
9.5,1.496153901776787,-0.0921801262961125,A1
19.0,4.7192169163132816,3.0380478088353033,A1
19.1,2.781923660913634,4.724220742409129,A6
38.0,0.7313876587857617,2.6037160587611545,A6
57.0,-5.067394956618125,-0.05565336935494436,A6
57.1,0.38579320004758433,-2.627583577121837,A11
64.5,5.645513311791664,5.458033271709087,A11
72.0,-2.689775122517131,-0.766041865892082,A11
72.1,-3.9881177562824135,-5.232800112180055,A9
83.5,5.078907562967391,-1.0113530445031884,A9
95.0,-1.4135530819001882,3.4454925200074737,A9
95.1,-5.2648664825483555,5.839531539754068,A10
95.5,5.093815255064136,1.0781147683143697,A10
96.0,-5.460832853349575,-3.730348349364728,A10
96.1,-0.958877519715827,0.11957607919513258,A11
97.5,1.0644465034085417,4.202621869133544,A11
99.0,-3.1432858426905455,0.9154178398888675,A11
99.1,-1.3886149166926245,5.903137198253852,A12
99.5,2.996480247001695,-3.5262271730069945,A12
100.0,-3.6601347229817884,1.2398757296543614,A12
