time,ia,ib,ic,PClimit,Tlevel
0,10.0,10.0,10.0,10,0.01
1,10.0,10.0,10.0,10,0.01
2,10.0,10.0,10.0,10,0.01
3,10.0,10.0,10.0,10,0.01
4,10.0,10.0,10.0,10,0.01
5,10.0,10.02,10.0,10,0.01
6,10.0,10.02,10.0,10,0.01
7,10.0,10.0,10.0,10,0.01
8,10.0,10.0,10.0,10,0.01
9,10.0,10.0,10.0,10,0.01
10,10.0,10.0,10.0,10,0.01
11,10.0,10.0,10.0,10,0.01
12,10.0,10.0,10.0,10,0.01
13,10.0,10.0,10.0,10,0.01
14,10.0,10.0,10.0,10,0.01
15,10.0,10.0,10.0,10,0.01
16,10.0,9.98,10.0,10,0.01
17,10.0,9.98,10.0,10,0.01
18,10.0,10.0,10.0,10,0.01
19,10.0,10.0,10.0,10,0.01
20,10.0,10.0,10.0,10,0.01
21,10.0,10.0,10.0,10,0.01
22,10.0,10.0,10.0,10,0.01
23,10.0,10.0,10.0,10,0.01
24,10.0,10.0,10.0,10,0.01
25,10.0,10.0,10.0,10,0.01
26,10.0,10.0,10.0,10,0.01
27,10.0,10.0,10.0,10,0.01
28,10.0,10.0,10.0,10,0.01
29,10.0,10.0,10.0,10,0.01
30,10.0,10.0,10.0,10,0.01
