time,x,y,action
0.0,-1.2425604033184834,-1.3312453685513614,A12
40.0,-1.3641607870935273,-2.0,A12
80.0,-2.0,-1.5143314720167582,A12
80.01,-2.0,-2.0,A14
86.5,-1.5402610655710212,-1.1600068214509625,A14
93.0,-1.0452954869815723,-1.361989069520212,A14
93.01,-1.8672223174929292,-1.6128663000839145,A8
94.0,-1.0757522087379652,-1.1003655537949129,A8
95.0,-2.0,-1.3107814800839357,A8
95.01,-1.2517406451677737,-1.6540696833769695,A10
97.5,-2.0,-1.9566283182322826,A10
100.0,-1.2426772217981332,-1.5672312561340973,A10
