time,x,y,action
0.0,-1.6602235752129584,-1.54484657547945,A8
11.0,-1.004821887554193,-1.1308544814840888,A8
22.0,-1.109243468161825,-1.479830974478622,A8
22.01,-1.6174357248890614,-1.0546934488449946,A10
35.0,-2.0,-1.8330468516776546,A10
48.0,-1.0035707276328252,-1.8004545068407605,A10
48.01,2.0,1.6384809924082893,A4
54.5,1.7961621484438468,1.3238208640347304,A4
61.0,1.0311227634470952,1.0460800756173594,A4
61.01,-2.0,-2.0,A2
69.0,-2.0,-2.0,A2
77.0,-1.8371851715888101,-1.2605705182507159,A2
77.01,1.5121018235063985,1.3252397289722029,A6
77.5,-0.031085708889546204,0.24949438413133063,A6
78.0,-1.6499888452996538,-0.8501513801588487,A6
78.01,-1.909818460327108,-2.0,A2
83.0,-1.4790622698089386,-1.3093529903306087,A2
88.0,-1.3388978140070003,-1.095352477239577,A2
88.01,1.760600391705235,1.9020506444978378,A9
89.0,1.1208857419524876,1.5463634535869921,A9
90.0,1.6152279184620795,2.0,A9
90.01,-1.2250674116361662,-1.2176911262100973,A12
90.5,-2.0,-2.0,A12
91.0,-2.0,-2.0,A12
91.01,1.41015178006663,-1.978300748753073,A15
92.0,1.7063548884427369,1.3790830418203484,A15
93.0,1.7865433282788388,-0.33659614161866225,A15
93.01,1.8219766606543315,1.0783950736633114,A7
93.5,1.925161166280306,1.5192994835483618,A7
94.0,1.1803837270098136,1.0544582279569767,A7
94.01,-0.5479246995239522,-1.067370619022245,A3
94.5,0.5239333048502317,0.44015916152308154,A3
95.0,1.6758560572130072,0.980287746894797,A3
95.01,2.0,2.0,A4
95.5,1.7295898549784519,1.5161826605149606,A4
96.0,1.6193763003871582,1.5048081997748435,A4
96.01,1.055169007988288,1.0680782919983922,A13
96.5,2.0,1.5311731530475954,A13
97.0,1.1974694368853238,1.7539538226048002,A13
97.01,1.6728459979116246,1.5349345616819612,A1
97.5,1.896817167988491,1.8670676817846799,A1
98.0,1.979836080691877,1.977924211540968,A1
98.01,-1.4477564681864297,-1.9765969191789807,A3
98.5,0.4832360794249708,-0.3132601621530715,A3
99.0,1.843672860898193,1.7482816260849259,A3
99.01,2.0,1.7128402568021877,A7
99.5,2.0,2.0,A7
100.0,1.568797928680087,2.0,A7
