time,ia,ib,ic,PClimit,Tlevel
0,5.0,5.2,5.0,3,0.5
1,5.0,5.4,5.0,3,0.5
2,5.0,5.6,5.0,3,0.5
3,5.0,5.8,5.0,3,0.5
4,5.0,6.0,5.0,3,0.5
5,5.0,6.2,5.0,3,0.5
6,5.0,6.4,5.0,3,0.5
7,5.0,6.6,5.0,3,0.5
8,5.0,6.8,5.0,3,0.5
9,5.0,7.0,5.0,3,0.5
10,5.0,7.2,5.0,3,0.5
11,5.0,7.4,5.0,3,0.5
12,5.0,7.6,5.0,3,0.5
13,5.0,7.8,5.0,3,0.5
14,5.0,8.0,5.0,3,0.5
15,5.0,8.2,5.0,3,0.5
16,5.0,8.4,5.0,3,0.5
17,5.0,8.6,5.0,3,0.5
18,5.0,8.8,5.0,3,0.5
19,5.0,9.0,5.0,3,0.5
20,5.0,9.2,5.0,3,0.5
21,5.0,9.4,5.0,3,0.5
22,5.0,9.6,5.0,3,0.5
23,5.0,9.8,5.0,3,0.5
24,5.0,10.0,5.0,3,0.5
25,5.0,10.2,5.0,3,0.5
26,5.0,10.4,5.0,3,0.5
27,5.0,10.6,5.0,3,0.5
28,5.0,10.8,5.0,3,0.5
29,5.0,11.0,5.0,3,0.5
