time,x,y,action
0.0,1.2789850546343546,-1.3747236242944578,A15
31.0,1.4875925457152466,0.8609356607116709,A15
62.0,2.0,-0.4444029388542341,A15
62.01,1.6480127518780623,1.0011648780658644,A16
70.5,1.465312834219921,1.5204832931364711,A16
79.0,-1.3106373946011445,2.0,A16
79.01,2.0,2.0,A4
81.5,2.0,1.6793111617024576,A4
84.0,1.095139000222276,1.3454454328917045,A4
84.01,-2.0,-2.0,A2
89.0,-2.0,-2.0,A2
94.0,-1.5108226324655802,-1.1461492187155187,A2
94.01,1.6139079147950657,1.6836661761956093,A6
95.0,-0.09114872833926047,0.10410169242656497,A6
96.0,-1.9226553908373285,-1.6034395124253464,A6
96.01,1.169547381853529,1.0912936283913042,A7
96.5,1.505132327521884,1.7368645879286277,A7
97.0,1.1243234398892166,1.559781843626923,A7
97.01,-1.533650261752359,-2.0,A3
97.5,0.09121680870043081,0.4988466907457183,A3
98.0,1.4998798445120674,2.0,A3
98.01,2.0,1.6957885747875507,A4
98.5,1.5521158309298355,1.4938966985608482,A4
99.0,1.4733446085018247,1.3195791571430076,A4
99.01,1.2476309945828505,1.8189681685391386,A13
99.5,2.0,2.0,A13
100.0,1.733060120354483,2.0,A13
