time,xin,TL,BL,reset,ic,T,action
0.0,-0.23006291094657638,4.216444855880699,-6.097707314768808,1,5.563522584972102,0.1,A9
7.0,0.6617123111647487,4.216444855880699,-6.097707314768808,1,5.563522584972102,0.1,A9
14.0,0.9840813382395193,4.216444855880699,-6.097707314768808,1,5.563522584972102,0.1,A9
14.01,-0.4798416304747075,4.349407177071141,-6.05966905250207,0,-3.92296483160327,0.1,A20
15.0,-0.7760201306264505,4.349407177071141,-6.05966905250207,0,-3.92296483160327,0.1,A20
16.0,0.36857950529710815,4.349407177071141,-6.05966905250207,0,-3.92296483160327,0.1,A20
16.01,0.48694029873835554,6.4996934233839525,-7.524959330155287,0,-1.2876633042384702,0.1,A18
16.5,0.478210021753009,6.4996934233839525,-7.524959330155287,0,-1.2876633042384702,0.1,A18
17.0,0.40540452946111016,6.4996934233839525,-7.524959330155287,0,-1.2876633042384702,0.1,A18
17.01,-0.19440841454739355,8.159622946914887,-4.143359914442881,0,-5.090798627224881,0.1,A18
17.5,-0.38750508710602394,8.159622946914887,-4.143359914442881,0,-5.090798627224881,0.1,A18
18.0,-1.0,8.159622946914887,-4.143359914442881,0,-5.090798627224881,0.1,A18
18.01,-0.6597022777451655,-4.025816590705944,-8.08126916136681,1,-1.6433185538072426,0.1,A11
18.5,0.7443043291277407,-4.025816590705944,-8.08126916136681,1,-1.6433185538072426,0.1,A11
19.0,-0.8506207688690792,-4.025816590705944,-8.08126916136681,1,-1.6433185538072426,0.1,A11
19.01,0.691582271349876,-9.25749527875314,-6.8017619169755905,0,3.054177271807985,0.1,A20
19.5,-0.3332707751999866,-9.25749527875314,-6.8017619169755905,0,3.054177271807985,0.1,A20
20.0,-0.183578372231334,-9.25749527875314,-6.8017619169755905,0,3.054177271807985,0.1,A20
