time,xin,TL,BL,reset,ic,T,action
0.0,-0.012560089577175582,-3.400423360029805,0.867853517037446,0,2.7570505029535646,0.1,A19
0.5,0.49487536108642716,-3.400423360029805,0.867853517037446,0,2.7570505029535646,0.1,A19
1.0,-1.0,-3.400423360029805,0.867853517037446,0,2.7570505029535646,0.1,A19
1.01,-0.9281977239261159,1.8058497197507228,0.8796936024856645,1,-3.326566759245462,0.1,A5
6.0,0.0778016907970319,1.8058497197507228,0.8796936024856645,1,-3.326566759245462,0.1,A5
11.0,0.20969289556849896,1.8058497197507228,0.8796936024856645,1,-3.326566759245462,0.1,A5
11.01,0.2854178404807943,4.5229360413728,-8.130594409634046,0,-5.570153077566613,0.1,A18
13.0,0.048413072643278765,4.5229360413728,-8.130594409634046,0,-5.570153077566613,0.1,A18
15.0,-0.6297777355833645,4.5229360413728,-8.130594409634046,0,-5.570153077566613,0.1,A18
15.01,0.5585195970813888,-3.602996718161446,6.4844354487205145,0,2.3986936456309023,0.1,A18
16.5,0.28592158191987926,-3.602996718161446,6.4844354487205145,0,2.3986936456309023,0.1,A18
18.0,0.0857472915069577,-3.602996718161446,6.4844354487205145,0,2.3986936456309023,0.1,A18
18.01,0.48096658443373363,-2.6400496127071404,-6.588932968541625,1,2.550725893197887,0.1,A11
18.5,0.6206129874098065,-2.6400496127071404,-6.588932968541625,1,2.550725893197887,0.1,A11
19.0,-0.43041265247310223,-2.6400496127071404,-6.588932968541625,1,2.550725893197887,0.1,A11
19.01,0.1355058054634406,-6.986347237006605,2.9603837635759085,0,-6.640881744107734,0.1,A18
19.5,-0.05656415856054342,-6.986347237006605,2.9603837635759085,0,-6.640881744107734,0.1,A18
20.0,-0.2546722860696393,-6.986347237006605,2.9603837635759085,0,-6.640881744107734,0.1,A18
