time,xin,TL,BL,reset,ic,T,action
0.0,0.6097484566377303,8.960040401524665,-0.4811386686421457,1,6.783366714264581,0.1,A4
0.5,0.3174374236829345,8.960040401524665,-0.4811386686421457,1,6.783366714264581,0.1,A4
1.0,0.34740327882056854,8.960040401524665,-0.4811386686421457,1,6.783366714264581,0.1,A4
1.01,0.46631328000932737,-0.6707088955033242,-1.3694633113512467,0,-1.012406011045826,0.1,A19
4.0,0.9218867138390854,-0.6707088955033242,-1.3694633113512467,0,-1.012406011045826,0.1,A19
7.0,-0.7052218518509662,-0.6707088955033242,-1.3694633113512467,0,-1.012406011045826,0.1,A19
7.01,0.7875471583698785,-8.241163406441977,-8.412030398449886,1,1.8884337745299824,0.1,A10
11.5,0.755153693091293,-8.241163406441977,-8.412030398449886,1,1.8884337745299824,0.1,A10
16.0,-0.41310668976852494,-8.241163406441977,-8.412030398449886,1,1.8884337745299824,0.1,A10
16.01,-0.711390567739588,-6.492425191994373,9.62706015658624,0,3.7066562989125362,0.1,A17
17.0,0.44453407957258584,-6.492425191994373,9.62706015658624,0,3.7066562989125362,0.1,A17
18.0,0.8311690302805026,-6.492425191994373,9.62706015658624,0,3.7066562989125362,0.1,A17
18.01,-0.38419088692813186,8.009846749321227,-9.657163669006392,1,5.786764552591585,0.1,A4
19.0,-0.7430759388197603,8.009846749321227,-9.657163669006392,1,5.786764552591585,0.1,A4
20.0,-0.14205510074577354,8.009846749321227,-9.657163669006392,1,5.786764552591585,0.1,A4
