time,ia,ib,ic,PClimit,Tlevel
0,19.0,11.0,11.0,2,0.1
1,19.0,11.0,11.0,2,0.1
2,19.0,11.0,11.0,2,0.1
3,19.0,11.0,11.0,2,0.1
4,19.0,11.0,11.0,2,0.1
5,19.0,11.0,11.0,2,0.1
6,19.0,11.0,11.0,2,0.1
7,19.0,11.0,11.0,2,0.1
8,19.0,11.0,11.0,2,0.1
9,19.0,11.0,11.0,2,0.1
10,19.0,11.0,11.0,2,0.1
11,19.0,11.0,11.0,2,0.1
12,19.0,11.0,11.0,2,0.1
13,19.0,11.0,11.0,2,0.1
14,19.0,11.0,11.0,2,0.1
15,19.0,11.0,11.0,2,0.1
16,19.0,11.0,11.0,2,0.1
17,19.0,11.0,11.0,2,0.1
18,19.0,11.0,11.0,2,0.1
19,19.0,11.0,11.0,2,0.1
20,19.0,11.0,11.0,2,0.1
21,19.0,11.0,11.0,2,0.1
22,19.0,11.0,11.0,2,0.1
23,19.0,11.0,11.0,2,0.1
24,19.0,11.0,11.0,2,0.1
25,19.0,11.0,11.0,2,0.1
26,19.0,11.0,11.0,2,0.1
27,19.0,11.0,11.0,2,0.1
28,19.0,11.0,11.0,2,0.1
29,19.0,11.0,11.0,2,0.1
30,19.0,11.0,11.0,2,0.1
