time,ia,ib,ic,Tlevel,PClimit,action
0,2.071292548051067,2.239773696022742,1.8623172042272012,0.7763706532665545,2,A1
1,11.221591135944708,11.121216031926396,10.891697447282446,0.2996189444244475,4,A4
2,4.5859477063338305,5.4109929900669815,5.605803334392283,1.0,5,A4
3,18.020787303219443,17.095478346758906,16.974018255481568,1.0,3,A4
4,6.904541527995865,6.711993454005395,6.467951364134889,0.36680780045140027,5,A4
5,18.08016045587771,17.401331089484646,16.94252488865755,0.7427848583436323,4,A4
6,14.797671577083289,13.871979493511306,13.489851875272066,1.0,5,A4
7,8.110095044512125,8.238473347968554,8.63118553099639,1.0,5,A1
8,13.509848424668943,13.573608585966836,13.298456844154297,1.0,3,A1
9,3.3203773292844097,3.312869714173742,3.3685779266474447,1.0,4,A1
10,4.395959572987415,4.553367578993063,10.080723963724852,1.0,3,A8
11,2.22136784712033,2.3368216798428043,7.587867045290183,1.0,4,A8
12,10.840730886422627,10.838197323016836,15.132989545981113,1.0,2,A8
13,6.176832919608708,6.119139904355015,13.311198075295598,1.0,3,A8
14,16.240952510261366,16.314041118123235,5.882195804350731,1.0,2,A8
15,11.741130665293838,11.60724074231778,8.63335921533439,1.0,3,A8
16,5.095843309163308,5.081510517258955,12.303756737601901,1.0,3,A8
17,7.832810330811735,7.829233017355774,10.06977878019298,1.0,4,A8
18,1.4808976986260758,1.3618187573327156,18.325910513055955,1.0,1,A8
19,9.439162588932206,9.36442722781809,14.636252410888524,1.0,5,A8
20,3.7286925860162534,3.6191629771473366,8.880768873117269,1.0,5,A8
21,4.40930021748442,4.316920288980626,16.281202208260698,1.0,2,A8
22,2.857116319984072,14.458688870281351,2.962482922083644,0.9745287243592873,1,A13
23,17.32037490555102,12.966519804256222,17.444081884200113,1.0,4,A13
24,14.979235066924387,4.647065678359201,15.019287273763032,0.9278748942276346,4,A14
25,9.724253880240141,9.679410365242935,9.709417100084124,1.0,4,A1
26,11.683072341197917,11.677520491967936,6.930338794832316,1.0,1,A8
27,18.63635674679897,18.62498601492136,14.55606635554032,0.8157707996189998,4,A7
28,2.680559685903684,2.510439760273642,2.723545770864808,0.880641434135707,2,A1
29,11.035209018943293,12.905894640074706,13.284902665129714,0.9591997838687327,4,A11
30,0.29343955870483995,13.072115960900629,13.073760007883097,1.0,4,A12
