time,ia,ib,ic,Tlevel,PClimit,action
0,18.907877998356287,7.25486349279598,19.10854198450676,1.0,2,A14
1,2.623961300618367,1.753505399077485,0.9638480240565328,1.0,4,A3
2,17.610861546027394,17.06776935905791,16.776671750256124,0.7478913073830381,1,A3
3,15.18960034886688,15.322986254039145,15.89952929067493,0.6736894212195468,4,A3
4,14.1191682231482,13.928360970558986,13.32301466746453,0.7616055210623898,1,A3
5,3.444110125324455,2.638201149437308,2.081369728792556,1.0,2,A3
6,10.073365561944387,9.761919531499142,9.567201932122657,0.5051967896806744,2,A3
7,3.6015665986017766,3.471241917992682,2.8053177813418078,0.7808296247245904,2,A3
8,8.23673624621807,7.617612354560997,6.789645000774791,0.9640178056263525,4,A3
9,16.074928716093698,16.552742231724995,17.552424064644438,1.0,3,A3
10,1.6914825242207634,1.7727079094661957,1.9143761664420136,0.19912403358031208,5,A3
11,15.224554533168124,14.872952955648653,14.622715238773951,0.4886523385747127,2,A3
12,8.507508707684453,8.681998433274105,8.994599967901332,0.42603877240937194,1,A3
13,9.2113822420391,8.783832394421333,7.908347149530154,1.0,2,A3
14,8.926470782379445,8.51297198388492,7.871128259984539,0.8299539190217695,2,A3
15,10.051074592741019,9.369415131429967,8.83424086165816,0.9972640143500547,5,A3
16,3.3257001346709254,4.298362717664343,4.58174575380634,1.0,3,A3
17,12.810698007979992,11.92194124090891,11.025294999243124,1.0,2,A3
18,11.11677346819422,11.659849405459505,12.33820923005032,0.7113039499592603,3,A3
19,7.280758240300229,7.348269075741809,7.394179729869527,1.0,5,A1
20,3.398259002146302,3.8914995341154097,3.5096918566155044,1.0,3,A1
21,13.234512923559508,13.176403336266095,12.274579896777515,1.0,3,A1
22,11.677182253624089,11.57003401965711,11.574559876257943,0.6683106648401613,5,A1
23,1.325405898063463,1.6024998777694366,1.6039599733299412,0.8308837623180197,5,A1
24,12.081650168859404,12.012440101146462,12.224995494642963,1.0,3,A1
25,11.971707784270958,14.135899719688352,11.756053905145912,0.8405298583237535,5,A14
26,2.600754059254562,6.71584290221094,2.850542999154841,0.945803820117954,5,A14
27,10.297874238787236,17.4648853102204,9.942556666083151,1.0,1,A14
28,10.862286349541384,17.710019717773022,11.504293971293665,1.0,4,A14
29,9.863287486450279,6.576987805804109,9.930069580979874,1.0,5,A14
30,1.7669019380361504,13.899492944183562,14.031057491731106,1.0,2,A11
