time,xin,TL,BL,reset,ic,T,action
0.0,0.352647589940581,-4.333350247960714,-7.836438825983274,1,-2.423914366648683,0.1,A12
1.5,0.17742224773784243,-4.333350247960714,-7.836438825983274,1,-2.423914366648683,0.1,A12
3.0,0.795364405139906,-4.333350247960714,-7.836438825983274,1,-2.423914366648683,0.1,A12
3.01,-0.41675089591160486,-4.7693680826808205,6.255494306371794,0,-4.0773899637560485,0.1,A17
7.5,-0.11026627957095969,-4.7693680826808205,6.255494306371794,0,-4.0773899637560485,0.1,A17
12.0,0.6096922467614856,-4.7693680826808205,6.255494306371794,0,-4.0773899637560485,0.1,A17
12.01,0.4414949193969371,-1.5954458825299467,2.443403738103246,1,-5.586793728766121,0.1,A16
14.0,-0.6730058732035986,-1.5954458825299467,2.443403738103246,1,-5.586793728766121,0.1,A16
16.0,0.5581700948382669,-1.5954458825299467,2.443403738103246,1,-5.586793728766121,0.1,A16
16.01,-0.755490694454453,-9.420778764653308,0.43568852588417784,0,2.6092989005995015,0.1,A19
17.0,0.6598212449490013,-9.420778764653308,0.43568852588417784,0,2.6092989005995015,0.1,A19
18.0,-0.9618317448513447,-9.420778764653308,0.43568852588417784,0,2.6092989005995015,0.1,A19
18.01,-0.36376376381271336,-6.0771883321881575,-1.5288519624666321,1,5.465907140969591,0.1,A13
18.5,-0.07751736216292593,-6.0771883321881575,-1.5288519624666321,1,5.465907140969591,0.1,A13
19.0,0.612390137535646,-6.0771883321881575,-1.5288519624666321,1,5.465907140969591,0.1,A13
19.01,1.0,-4.00804029026477,2.3116502918405697,0,5.961463474335957,0.1,A20
19.5,-0.9107446086830728,-4.00804029026477,2.3116502918405697,0,5.961463474335957,0.1,A20
20.0,0.030748613529508084,-4.00804029026477,2.3116502918405697,0,5.961463474335957,0.1,A20
