time,ia,ib,ic,PClimit,Tlevel
0,3.0,7.0,5.0,2,0.4
1,3.0,7.0,5.0,2,0.4
2,3.0,7.0,5.0,2,0.4
3,3.0,7.0,5.0,2,0.4
4,3.0,7.0,5.0,2,0.4
5,3.0,7.0,5.0,2,0.4
6,3.0,7.0,5.0,2,0.4
7,3.0,7.0,5.0,2,0.4
8,3.0,7.0,5.0,2,0.4
9,3.0,7.0,5.0,2,0.4
10,3.0,7.0,5.0,2,0.4
11,3.0,7.0,5.0,2,0.4
12,3.0,7.0,5.0,2,0.4
13,3.0,7.0,5.0,2,0.4
14,3.0,7.0,5.0,2,0.4
15,3.0,7.0,5.0,2,0.4
16,3.0,7.0,5.0,2,0.4
17,3.0,7.0,5.0,2,0.4
18,3.0,7.0,5.0,2,0.4
19,3.0,7.0,5.0,2,0.4
20,3.0,7.0,5.0,2,0.4
21,3.0,7.0,5.0,2,0.4
22,3.0,7.0,5.0,2,0.4
23,3.0,7.0,5.0,2,0.4
24,3.0,7.0,5.0,2,0.4
25,3.0,7.0,5.0,2,0.4
26,3.0,7.0,5.0,2,0.4
27,3.0,7.0,5.0,2,0.4
28,3.0,7.0,5.0,2,0.4
29,3.0,7.0,5.0,2,0.4
